id;chpitre;sous-chapitre;titre;exigence;lois;documents
11;1;11;Mesure et rapport;Si l'installation émet des polluants atmosphériques, il conserve un registre contenant les dates et les résultats des mesures effectuées concernant les émissions d'air.;"Décret exécutif 06-138 du 15 avril 2006 régulant les émissions de gaz, les fumées, les vapeurs, les liquides ou les particules solides dans l'atmosphère et les conditions de leur contrôle.; Art. 11";* Registre des mesures des polluants atmosphériques
12;1;12;Mesure et rapport;Si l'installation émet des polluants atmosphériques, il effectue l'échantillonnage et les mesures requis des émissions.;"Décret exécutif 06-138 du 15 avril 2006 régulant les émissions de gaz, les fumées, les vapeurs, les liquides ou les particules solides dans l'atmosphère et les conditions de leur contrôle.; Art. 11";* Registre des mesures des polluants atmosphériques
13;1;13;Mesure et rapport;Le résultat des mesures sur les émissions d'air est mis à la disposition de l'autorité d'inspection représentant le ministère de l'environnement sur demande.;"Décret exécutif 06-138 du 15 avril 2006 régulant les émissions de gaz, les fumées, les vapeurs, les liquides ou les particules solides dans l'atmosphère et les conditions de leur contrôle.; Art. 12";* Registre des mesures des polluants atmosphériques
14;1;14;Mesure et rapport;Les polluants atmosphériques émis par l'installation sont identifiés et interceptés aussi près que possible de leur source d'émission.;"Décret exécutif 06-138 du 15 avril 2006 régulant les émissions de gaz, les fumées, les vapeurs, les liquides ou les particules solides dans l'atmosphère et les conditions de leur contrôle.; Art. 5";nan
15;1;15;Mesure et rapport;Si l'installation fonctionne ou a l'intention de faire fonctionner des installations qui ne sont pas réglementées par les règles applicables aux établissements classifiés, il a fourni à l'autorité compétente des informations sur ses émissions.;"Décret exécutif 06-138 du 15 avril 2006 régulant les émissions de gaz, les fumées, les vapeurs, les liquides ou les particules solides dans l'atmosphère et les conditions de leur contrôle.; Art. 10";* Informations sur les émissions de l'installation
16;1;16;Émissions de solvant / COV;L'installation garantit que l'émission du composé organique volatil ne dépasse pas 150 mg / nm3.;"Décret exécutif 06-138 du 15 avril 2006 régulant les émissions de gaz, les fumées, les vapeurs, les liquides ou les particules solides dans l'atmosphère et les conditions de leur contrôle.; Annexe 1";* Enregistrements de la surveillance des émissions de composés organiques volatils
17;2;1;Efficacité énergétique des processus;Si la société est une entreprise industrielle, de transport ou de services avec une consommation annuelle d'énergie atteignant les limites énoncées par décret exécutif n ° 05-495 du 26 décembre 2005 concernant l'audit énergétique des établissements de consommation d'énergie élevés, elle a nommé une personne responsable de la gestion de l'énergie.;"Décret exécutif n ° 05-495 du 26 décembre 2005 concernant l'audit énergétique des établissements de consommation d'énergie élevés; Art. 17";"* Document sur la consommation d'énergie annuelle
* Lettre de nomination de la personne responsable de la gestion de l'énergie"
18;3;1;Émissions de bruit ambiant;L'infrastructure des installations est construite, exécutée et conçue de manière à réduire le bruit ambiant généré.;"Loi 03-10 du 19 juillet 2003 sur la protection de l'environnement dans la perspective du développement durable; Art. 44 et art. 46
Décret exécutif 93-184 du 27 juillet 1993 sur les émissions de bruit.; Art. 7";* Enregistre sur le bruit ambiant généré par l'installation
19;3;2;Émissions de bruit ambiant;Si le niveau de bruit généré par l'installation dépasse les niveaux de bruit ambiant répertoriés sous l'art. 6 du décret exécutif 93-184 du 27 juillet 1993, l'installation prend des mesures pour réduire ces niveaux.;"Décret exécutif 93-184 du 27 juillet 1993 sur les émissions de bruit.; Art. 6";* Enregistre sur le bruit ambiant généré par l'installation
20;3;3;Émissions de bruit ambiant;Si l'installation mène des activités qui génèrent du bruit susceptible de présenter des dangers pour les personnes ou des nuisances de l'environnement, il a obtenu une autorisation.;"Loi 03-10 du 19 juillet 2003 sur la protection de l'environnement dans la perspective du développement durable; Art. 74";* Autorisation pour les activités générant du bruit
21;4;1;Rayonnement ionisant;Si l'installation possède ou exploite une source de rayonnement ionisant, elle a obtenu une autorisation valide de l'autorité compétente.;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 3";* Autorisation opérationnelle pour les sources de rayonnement ionisant
22;4;2;Rayonnement ionisant;Si l'installation importe ou exporte une source de rayonnement ou une substance radioactive, elle a obtenu un visa antérieur pour le faire de la Commission de l'énergie atomique (commissariat à l'énergie atomique).;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 5";* Visa pour importer des substances radioactives ou des sources de rayonnement
23;4;3;Rayonnement ionisant;Si l'installation exploite une source de rayonnement ionisant, il informe la Commission de l'énergie atomique (commissariat à l'énergie atomique) trois mois avant les dates des essais précédant le fonctionnement effectif des installations, ainsi que les dates du fonctionnement efficace de l'installation, et le début des pratiques impliquant la source de radiation ionisante.;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 12";* Informations sur le «commissariat» de l'énergie atomique aux dates des essais précédant le fonctionnement effectif des installations, ainsi que les dates du fonctionnement effectif de l'installation
24;4;4;Rayonnement ionisant;Si l'installation possède ou exploite une source de rayonnement ionisant, elle a fait une déclaration à la Commission de l'énergie atomique (Commissariat à L'énergie Atomique).;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 3 et art. 5 et art. 7";* Déclaration du fonctionnement d'une source de rayonnement ionisant
25;4;5;Rayonnement ionisant;Si l'installation décharge des matières radioactives à l'environnement, il a une autorisation valable pour le faire.;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 87
Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 7";* Autorisation pour la sortie des matières radioactives
26;4;6;Rayonnement ionisant;Si l'installation exploite des sources radioactives, elle a soumise à la Commission de l'énergie atomique (commissariat à l'énergie Atomique), les documents énumérés à l'article 85 du décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre l'ionisant le rayonnement avant la configuration de l'installation.;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 85";"* Plan d'urgence pour les installations qui utilisent des sources radioactives
* Plans de l'installation, y compris l'emplacement des sources radioactives
* Évaluations de la protection biologique
* Informations sur les mesures prévues afin de réduire l'exposition du public aux rayonnements ionisants
* Évaluation de l'impact radiologique
* Informations sur la contrainte de dose spécifique applicable à l'installation nucléaire
* Programme d'essai de service de l'installation nucléaire"
27;4;7;Rayonnement ionisant;Si l'installation a des versions de substances radioactives, elle les surveille à leur point d'émission.;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 89";* Les enregistrements sur la surveillance des versions de substances radioactifs à leur point d'émission
28;4;8;Rayonnement ionisant;Si l'installation utilise des sources radioactives, elle a établi un plan d'urgence qui a été approuvé par la Commission de l'énergie atomique (commissariat à l'Énergie Atomique) et les services de protection civile.;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 97";* Plan d'urgence pour les installations qui utilisent des sources radioactives
29;4;9;Rayonnement ionisant;Si l'installation mène des activités impliquant un risque d'exposition aux radiations, elle développe chaque année un plan d'urgence interne (مخطط الأستعجال الداخلي).;"Décret exécutif n ° 126-17 de 2017 sur la protection du public et des travailleurs contre les radiations radioactives; Art.12";* Plan d'urgence interne
30;4;10;Rayonnement ionisant;Si l'installation effectue des activités impliquant des rayonnements, elle garantit qu'elle effectue un examen de ses plans d'urgence internes chaque fois qu'un changement se produit aux évaluations sur lesquelles elle est fondée.;"Décret exécutif n ° 126-17 de 2017 sur la protection du public et des travailleurs contre les radiations radioactives; Art.16";* Plan d'urgence interne
31;4;11;Rayonnement ionisant;Si l'installation possède des sources de rayonnement ionisant et est classée comme installation de classe I ou II, elle développe un plan d'intervention d'urgence spécial (مخطط خاص للتدخل).;"Décret exécutif n ° 126-17 de 2017 sur la protection du public et des travailleurs contre les radiations radioactives; Art.17";* Plan d'urgence spécial pour les installations de classe I et de classe II
32;4;12;Rayonnement ionisant;L'installation informe les autorités compétentes chaque fois qu'elle déploie son plan d'urgence interne en raison d'un accident impliquant des rayonnements ionisants.;"Décret exécutif n ° 126-17 de 2017 sur la protection du public et des travailleurs contre les radiations radioactives; Art. 28";"* Plan d'urgence interne
* Preuve de notification d'un accident impliquant un rayonnement ionisant"
