id;chpitre;sous-chapitre;titre;exigence;lois;documents
34;2;14;Huile d'occasion;Si l'installation contient de l'huile d'occasion, elle la stocke de manière à éviter leur mélange avec des contaminants d'huile ou non d'huile qui peuvent avoir un impact sur leur traitement ou entraîner la génération de matériaux toxiques pendant leurs différents usages.;"Décret exécutif 93-162 du 10 juillet 1993 indiquant les conditions et les règles sur le retrait et le traitement de l'huile d'occasion; Art. 4";nan
35;2;15;Huile d'occasion;Si l'installation régénère le pétrole utilisé, il se soumet tous les 3 mois au ministère en charge des statistiques d'hydrocarbures sur la quantité d'huile utilisée manipulée.;"Décret exécutif n ° 04-88 du 22 mars 2004 réglementant le traitement et la régénération des huiles d'occasion; Art. 20";* Records de la quantité d'huile utilisée gérée
36;2;16;Batteries d'occasion;Si l'installation génère des batteries et des accumulateurs d'occasion contenant du plomb, du nickel de mercure et du cadmium, il ne le dispose que dans les installations de traitement autorisées.;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l'élimination des déchets; Art. 19 (1)
Décret exécutif n ° 06-104 du 28 février 2008 sur la liste des déchets et des déchets spéciaux dangereux; Annexe III";* Facture d'un centre de traitement autorisé
37;2;17;Déchets médicaux / infectieux;Si l'installation génère des déchets infectieux, il les stocke dans des conteneurs rigides et résistants.;"Décert exécutif 03-478 du 09 décembre 2003 sur la gestion des déchets médicaux; Art. 8";nan
38;2;18;Déchets médicaux / infectieux;Les déchets infectieux sont pré-collectés (c'est-à-dire stockés) dans des sacs en plastique jaune résistants, résistants, d'au moins 0,1 mm d'épaisseur, qui n'émettent pas de chlore pendant l'incinération.;"Décert exécutif 03-478 du 09 décembre 2003 sur la gestion des déchets médicaux; Art. 9";nan
39;2;19;Déchets médicaux / infectieux;Les déchets toxiques sont pré-collectés (c'est-à-dire stockés) dans des sacs en plastique rouge à usage unique, résistants, qui n'émettent pas de chlore pendant l'incinération.;"Décert exécutif 03-478 du 09 décembre 2003 sur la gestion des déchets médicaux; Art. 11";nan
40;2;20;Déchets médicaux / infectieux;Si l'installation incinte ses propres déchets infectieux, il a obtenu une autorisation préalable et est conforme aux exigences qui s'y trouvent.;"Décert exécutif 03-478 du 09 décembre 2003 sur la gestion des déchets médicaux; Art. 25";* Autorisation d'incinérer les déchets infectieux
41;2;21;Déchets médicaux / infectieux;Si l'installation génère des déchets médicaux, il les trie de manière à éviter le mélange.;"Décert exécutif 03-478 du 09 décembre 2003 sur la gestion des déchets médicaux; Art. 13";nan
42;2;22;Déchets médicaux / infectieux;Si l'installation génère des déchets médicaux, il ne les compacte pas.;"Décert exécutif 03-478 du 09 décembre 2003 sur la gestion des déchets médicaux; Art. 14";nan
43;2;23;Déchets médicaux / infectieux;Si l'installation génère des déchets médicaux, il place les sacs contenant des déchets médicaux dans des conteneurs rigides équipés d'une couverture et les envoie dans des locaux de collecte.;"Décert exécutif 03-478 du 09 décembre 2003 sur la gestion des déchets médicaux; Art. 15";nan
44;2;24;Déchets médicaux / infectieux;Les conteneurs qui ont servi pour la collecte et le transport sont lavés et décontaminés après chaque utilisation.;"Décert exécutif 03-478 du 09 décembre 2003 sur la gestion des déchets médicaux; Art. 17";nan
45;2;25;Déchets médicaux / infectieux;Si l'installation génère des déchets médicaux, il ne les stocke que dans des locaux de collecte qui sont correctement équipés et entretenus à cette fin.;"Décert exécutif 03-478 du 09 décembre 2003 sur la gestion des déchets médicaux; Art. 18";nan
46;2;26;Déchets médicaux / infectieux;Si l'installation génère des déchets médicaux, il les stocke dans des locaux de stockage pendant 24 heures si l'installation dispose d'un incinérateur et ne dépassant pas 48 heures si l'installation n'a pas d'incinérateur.;"Décert exécutif 03-478 du 09 décembre 2003 sur la gestion des déchets médicaux; Art. 21";nan
47;2;27;Déchets médicaux / infectieux;Si l'installation génère des déchets infectieux médicaux, il garantit qu'ils sont incinérés, qu'il s'agisse d'un incinérateur hors site ou d'un incinérateur hors site.;"Décert exécutif 03-478 du 09 décembre 2003 sur la gestion des déchets médicaux; Art. 24";nan
48;2;28;Déchets médicaux / infectieux;Les locaux de collecte pour le stockage des déchets médicaux dans l'établissement sont ventilés, allumés, fournis avec une source d'eau et connectés au système d'égouts;"Décert exécutif 03-478 du 09 décembre 2003 sur la gestion des déchets médicaux; Art. 19";nan
49;2;29;Déchets radioactifs;Si l'installation génère des déchets radioactifs, il garantit la protection de l'environnement, du public et des travailleurs de ces déchets.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 4";nan
50;2;30;Déchets radioactifs;L'opérateur de l'installation générant des déchets radioactifs au-dessus des limites d'exemption effectue toutes les opérations par rapport à la gestion des déchets radioactifs, à l'exception de leur stockage final.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 5";nan
51;2;31;Déchets radioactifs;"L'opérateur de l'installation ou de l'installation générant des déchets radioactifs au-dessus des limites d'exemption désigne un ""coordinateur"" en charge de la gestion des déchets radioactifs dans l'installation et des relations avec toutes les parties et autorités traitant de la gestion des déchets radioactifs.";"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 6";nan
52;2;32;Déchets radioactifs;Si l'installation gère les déchets radioactifs, il a obtenu une autorisation préalable de la Commission de l'énergie atomique (commissariat à l'Énergie Atomique) et est conforme aux exigences qui s'y trouvent.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 8";* Autorisation de gérer les déchets radioactifs
53;2;33;Déchets radioactifs;Les déchets radioactifs sont triés selon les directives énoncées dans l'annexe au décret présidentiel 05-119.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 9";nan
54;2;34;Déchets radioactifs;Les conteneurs utilisés pour le transport de déchets radioactifs sont manipulés et étiquetés avec des signes indélébiles informant l'origine des déchets radioactifs, l'élément radioactif, son activité, sa date de production, ainsi que tous les risques chimiques et biologiques qui lui sont associés.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 11";nan
55;2;35;Déchets radioactifs;Le générateur ou l'opérateur d'une installation qui génère des déchets radioactifs garantit qu'ils sont temporairement stockés, avant le traitement ou l'élimination des sites avec un niveau adéquat de protection radiologique et physique.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 12";nan
56;2;36;Déchets radioactifs;Pendant le stockage temporaire avant le traitement ou l'élimination, les déchets radioactifs sont séparés de ceux qui n'ont pas été traités.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 12";nan
57;2;37;Déchets radioactifs;L'installation garantit que les sources radioactives scellées utilisées sont retournées au fournisseur à la fin de leur cycle de vie.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 13";* Contrat entre le fournisseur de la source radioactive et l'installation en l'utilisant
58;2;38;Déchets radioactifs;L'installation n'importe pas de déchets radioactifs.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 13";nan
59;2;39;Déchets radioactifs;Les déchets radioactifs solides et liquides sont collectés dans des conteneurs adéquats, puis traités pour éviter tous les risques de dispersion de la radioactivité sous quelque forme que ce soit.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 14";nan
60;2;40;Déchets radioactifs;L'installation ne décharge pas les déchets radioactifs solides dans les eaux de surface, le système d'égout ou les collecteurs d'eaux usées.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 14";nan
61;2;41;Déchets radioactifs;Si l'installation génère des déchets radioactifs, il réalise un programme de surveillance de qualité approuvé pour garantir la conformité aux exigences de sécurité.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 20";* Programme de surveillance de la qualité approuvé de la conformité aux exigences de sécurité relatives aux déchets radioactifs
62;2;42;Déchets radioactifs;Si l'installation génère des déchets radioactifs, il prépare et conserve un registre (Registre d'Inventaire) sur les déchets radioactifs.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 19";* Registre de l'inventaire des déchets radioactifs
63;2;43;Déchets radioactifs;Si l'installation génère des déchets radioactifs, il prépare un rapport annuel adressé à la Commission de l'énergie atomique (commissariat à l'énergie atomique) concernant l'état de déchets radioactifs gérés.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 20";* Rapport annuel sur la gestion des déchets radioactifs
64;2;44;Déchets radioactifs;L'installation maintient toutes les données relatives aux déchets radioactifs qu'il a générés dans les archives.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 21";nan
65;2;45;Déchets radioactifs;L'installation a établi un plan décrivant des actions et des réponses d'urgence concernant les dangers liés aux déchets radioactifs.;"Décret présidentiel 05-119 du 11 avril 2005 sur la gestion des déchets radioactifs; Art. 22";* Plans pour les réponses d'urgence aux risques de déchets radioactifs
66;3;1;Expédition de déchets internationaux;Si la Société exporte des déchets dangereux spéciaux, il emballe, étiquette et transporte les déchets conformément aux directives fournies à l'annexe IV du décret exécutif n ° 19-10 du 23 janvier 2019 organisant l'exportation de déchets dangereux spéciaux.;"Décret exécutif n ° 19-10 du 23 janvier 2019 organisant l'exportation de déchets dangereux spéciaux; Article 10; Annexe 4";nan
67;3;2;Restrictions internationales d'expédition des déchets;L'installation n'importe pas de déchets spéciaux dangereux.;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l'élimination des déchets; Art. 25";nan
68;3;3;Restrictions internationales d'expédition des déchets;L'installation exporte des déchets spéciaux dangereux uniquement aux pays avec lesquels il existe des accords nationaux sur la question.;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l'élimination des déchets; Art. 26";* Records d'exportation des déchets spéciaux dangereux
69;3;4;Restrictions internationales d'expédition des déchets;L'installation a une autorisation du ministère de l'Environnement avant toute opération d'exportation ou de transit impliquant des déchets spéciaux dangereux.;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l'élimination des déchets; Art. 26";* Autorisation pour l'exportation ou le transit des déchets spéciaux dangereux
70;3;5;Restrictions internationales d'expédition des déchets;Les conteneurs de déchets sont scellés avant toute opération d'exportation ou de transit impliquant des déchets spéciaux dangereux.;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l'élimination des déchets; Art. 26";nan
71;4;1;Collecteurs de déchets et transporteurs de déchets;Si l'installation recueille des déchets spéciaux, il détient une autorisation valide du ministre de l'Environnement.;"Décret exécutif n ° 09-19 du 20 janvier 2009 sur les activités de collecte des déchets spéciaux; Art. 2";* Autorisation de collecter des déchets spéciaux
72;4;2;Collecteurs de déchets et transporteurs de déchets;Le percepteur spécial des déchets a contracté une assurance couvrant sa responsabilité pour tous les effets néfastes qu'il pourrait provoquer au public.;"Décret exécutif n ° 09-19 du 20 janvier 2009 sur les activités de collecte des déchets spéciaux; Art. 7";* Contrat d'assurance couvrant l'activité de collecte des déchets spéciaux
73;4;3;Collecteurs de déchets et transporteurs de déchets;Le collecteur de déchets spéciaux conserve un registre signé et numéroté sur les déchets spéciaux collectés.;"Décret exécutif n ° 09-19 du 20 janvier 2009 sur les activités de collecte des déchets spéciaux; Art. 8 et art. 9";* Inscrivez-vous sur des déchets spéciaux collectés
74;4;4;Collecteurs de déchets et transporteurs de déchets;Le collecteur de déchets spéciaux soumet chaque année une déclaration sur son activité aux autorités environnementales locales.;"Décret exécutif n ° 09-19 du 20 janvier 2009 sur les activités de collecte des déchets spéciaux; Art. 10";* Déclaration annuelle sur les activités de collecte de déchets spéciaux
75;4;5;Sites de traitement des déchets;Si l'installation traite les déchets spéciaux, il le fait, uniquement dans les installations autorisées par le ministère de l'Environnement;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l'élimination des déchets; Art. 15";* Autorisation pour un traitement des déchets spéciaux dangereux
76;4;6;Sites de traitement des déchets;Si l'établissement est un établissement de traitement des déchets d'emballage, il a une autorisation préalable délivrée par le ministère de l'environnement.;"Décert exécutif 02-372 du 11 novembre 2002 sur les déchets d'emballage; Art. 7";* Autorisation pour le traitement des déchets d'emballage
77;4;7;Sites de traitement des déchets;L'opérateur d'une installation de traitement des déchets fournit l'autorité d'inspection et de surveillance de toutes les informations demandées.;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l'élimination des déchets; Art. 47";nan
78;4;8;Sites de traitement des déchets;L'installation de traitement des déchets met un panneau à l'entrée principale du site indiquant des informations concernant l'installation et les déchets.;"Décret exécutif 04-410 du 14 décembre 2004 sur les règles régissant le fonctionnement des installations de traitement des déchets et les conditions d'acceptation des déchets dans ces installations; Art. 5";nan
79;4;9;Sites de traitement des déchets;L'opérateur d'une installation de traitement des déchets inspecte visuellement toute nouvelle charge de déchets spéciaux à l'entrée et au point de stockage.;"Décret exécutif 04-410 du 14 décembre 2004 sur les règles régissant le fonctionnement des installations de traitement des déchets et les conditions d'acceptation des déchets dans ces installations; Art. 15";* Records des inspections visuelles de nouveaux charges de déchets spéciaux
80;4;10;Sites de traitement des déchets;Les sorties de l'installation de traitement des déchets sont équipées d'une clôture robuste et gardées pendant les heures de fonctionnement.;"Décret exécutif 04-410 du 14 décembre 2004 sur les règles régissant le fonctionnement des installations de traitement des déchets et les conditions d'acceptation des déchets dans ces installations; Art. 6";nan
81;4;11;Sites de traitement des déchets;Les sorties de l'installation de traitement des déchets sont fermées et gardées après les heures de fonctionnement.;"Décret exécutif 04-410 du 14 décembre 2004 sur les règles régissant le fonctionnement des installations de traitement des déchets et les conditions d'acceptation des déchets dans ces installations; Art. 6";nan
82;4;12;Sites de traitement des déchets;L'opérateur de l'installation de traitement des déchets met en place un poste de chèque lors des chèques d'entrée pour vérifier tous les déchets entrants.;"Décret exécutif 04-410 du 14 décembre 2004 sur les règles régissant le fonctionnement des installations de traitement des déchets et les conditions d'acceptation des déchets dans ces installations; Art. 7";nan
83;4;13;Sites de traitement des déchets;L'opérateur de l'installation de traitement des déchets garantit que les charges entrantes sont pesées lors de l'entrée dans l'installation.;"Décret exécutif 04-410 du 14 décembre 2004 sur les règles régissant le fonctionnement des installations de traitement des déchets et les conditions d'acceptation des déchets dans ces installations; Art. 7";* Enregistrements de pondération des charges entrantes de déchets
84;4;14;Sites de traitement des déchets;"L’opérateur de l’installation de traitement des déchets conserve tous les certificats d’acceptation antérieurs ""certificat d’acceptation préalable"" de déchets spéciaux pendant au moins une période de 5 ans.";"Décret exécutif 04-410 du 14 décembre 2004 sur les règles régissant le fonctionnement des installations de traitement des déchets et les conditions d'acceptation des déchets dans ces installations; Art. 18";* Certificat d'acceptation préalable des déchets spéciaux obtenus à partir de l'établissement de traitement des déchets
85;4;15;Sites de traitement des déchets;L'opérateur de l'installation de traitement des déchets met en place à l'entrée un appareil pour détecter la radioactivité des déchets spéciaux admis pour entrer dans l'installation.;"Décret exécutif 04-410 du 14 décembre 2004 sur les règles régissant le fonctionnement des installations de traitement des déchets et les conditions d'acceptation des déchets dans ces installations; Art. 7";nan
86;4;16;Sites de traitement des déchets;L'opérateur de l'établissement de traitement des déchets soumet un rapport annuel d'activités concernant les opérations de l'installation au cours de l'année précédente à l'autorité de supervision et d'inspection.;"Décret exécutif 04-410 du 14 décembre 2004 sur les règles régissant le fonctionnement des installations de traitement des déchets et les conditions d'acceptation des déchets dans ces installations; Art. 16";* Rapport d'activité annuel d'un centre de traitement des déchets
87;4;17;Sites de traitement des déchets;L'opérateur de l'installation de traitement des déchets pèse toutes les nouvelles charges de déchets spéciaux dangereux.;"Décret exécutif 04-410 du 14 décembre 2004 sur les règles régissant le fonctionnement des installations de traitement des déchets et les conditions d'acceptation des déchets dans ces installations; Art. 15";* Enregistrements de pondération des charges entrantes de déchets
88;4;18;Sites de traitement des déchets;L'installation de traitement des déchets est équipée d'un filet de fil résistant qui l'entoure.;"Décret exécutif 04-410 du 14 décembre 2004 sur les règles régissant le fonctionnement des installations de traitement des déchets et les conditions d'acceptation des déchets dans ces installations; Art. 6";nan
89;4;19;Sites de traitement des déchets;L’opérateur de l’installation de traitement des déchets vérifie l’existence d’un certificat d’acceptation préalable valide (certificat d’acceptation préalable) pour toute nouvelle charge de déchets spéciaux.;"Décret exécutif 04-410 du 14 décembre 2004 sur les règles régissant le fonctionnement des installations de traitement des déchets et les conditions d'acceptation des déchets dans ces installations; Art. 15";* Certificat d'acceptation préalable des déchets spéciaux obtenus à partir de l'établissement de traitement des déchets
90;4;20;Sites de traitement des déchets;L'opérateur de l'installation de traitement des déchets vérifie l'existence de documents de mouvement pour toute nouvelle charge de déchets spéciaux.;"Décret exécutif 04-410 du 14 décembre 2004 sur les règles régissant le fonctionnement des installations de traitement des déchets et les conditions d'acceptation des déchets dans ces installations; Art. 15";* Documents de mouvement pour de nouvelles charges de déchets spéciaux
91;4;21;Sites de traitement des déchets;Si l'installation est un établissement de traitement des déchets d'emballage, il communique un rapport d'activité sur une base annuelle à l'autorité compétente.;"Décert exécutif 02-372 du 11 novembre 2002 sur les déchets d'emballage; Art. 11";* Rapport d'activité annuel sur le traitement des déchets d'emballage
92;4;22;Sites de traitement des déchets;L'opérateur de l'établissement de traitement des déchets conserve un registre d'admission (registre d'admission) contenant des informations concernant les déchets spéciaux acceptés.;"Décret exécutif 04-410 du 14 décembre 2004 sur les règles régissant le fonctionnement des installations de traitement des déchets et les conditions d'acceptation des déchets dans ces installations; Art. 14";* Registre d'admission aux déchets spéciaux (pour une installation de traitement des déchets)
93;4;23;Sites de traitement des déchets;Si l'installation est une installation de traitement des déchets d'emballage, elle reprend, recueille et redirige les déchets d'emballage pour le recyclage, la réutilisation ou l'élimination conformément aux règles indiquées dans le livre de règles (charges de Cahier Des).;"Décert exécutif 02-372 du 11 novembre 2002 sur les déchets d'emballage; Art. 8";nan
