id;chpitre;sous-chapitre;titre;exigence;lois;documents
18;1;18;Audits environnementaux;Si l'entreprise est une entreprise qui fournit des services et consomme de l'énergie égale ou plus de 500 tonnes de pétrole, elle effectue un audit énergétique une fois tous les cinq ans.;"Décret exécutif n ° 05-495 du 26 décembre 2005 concernant l'audit énergétique des établissements de consommation d'énergie élevés; Article 18";"* Rapport sur l'audit énergétique
* Document sur la consommation d'énergie annuelle"
19;2;1;Permis de construction / construction;L'installation a obtenu un permis de construction avant de construire de nouvelles structures ou d'apporter des modifications importantes à celles-ci, ou avant toute extension des bâtiments existants.;"Law 90-29 du 1er décembre 1990 sur le développement urbain et la planification des pays; Art. 52
Loi n ° 08-15 du 20 juillet 2008 sur les règles de conformité des bâtiments; Art. 6
Décret exécutif n ° 15-19 du 25 janvier 2015 établissant les procédures de préparation et de permis liées aux activités de construction; Art. 41; Art. 42; Art. 43; Art. 44";* Permis de construction
20;2;2;Permis de construction / construction;Si l'installation a construit une nouvelle construction ou entreprend des modifications importantes sur un bâtiment existant, il est conforme aux exigences énoncées dans son permis de construction.;"Law 90-29 du 1er décembre 1990 sur le développement urbain et la planification des pays; Art. 52";* Permis de construction
21;2;3;Permis de construction / construction;Si l'installation démolie une structure, totalement ou partiellement, elle a obtenu un permis de démolition avant d'entreprendre de telles activités;"Law 90-29 du 1er décembre 1990 sur le développement urbain et la planification des pays; Art. 60";* Permis de démolition
22;2;4;Permis de construction / construction;Si l'installation démolie une structure, totalement ou partiellement, elle est conforme aux exigences énoncées dans son permis de démolition;"Law 90-29 du 1er décembre 1990 sur le développement urbain et la planification des pays; Art. 60";* Permis de démolition
23;2;5;Permis de construction / construction;L'installation détient un certificat de conformité pour les bâtiments qu'il possède.;"Décret exécutif n ° 09-154 du 2 mai 2009 sur les procédures de déclaration de conformité pour les bâtiments; Art. 3
Loi n ° 08-15 du 20 juillet 2008 sur les règles de conformité des bâtiments; Art. 14
Décret exécutif n ° 15-19 du 25 janvier 2015 établissant les procédures de préparation et de permis liées aux activités de construction; Art. 66";* Certificat de conformité du bâtiment
24;2;6;Permis de construction / construction;Si la société est le bénéficiaire d'un projet de construction, il publie sur le lieu de son projet un panel contenant des informations sur son projet.;"Décret exécutif n ° 15-19 du 25 janvier 2015 établissant les procédures de préparation et de permis liées aux activités de construction; Art. 60";nan
25;2;7;Évaluation de l'impact environnemental;Si l'installation entreprend une activité répertoriée à l'annexe 1 du décret exécutif n ° 07-145 de 2007 sur la détermination de la portée, le contenu et les termes d'approbation de l'évaluation de l'impact environnemental ou une activité qui nécessite une évaluation de l'impact environnemental en fonction de la nomenclature d'installation classifiée, elle a effectué une évaluation de l'impact environnemental.;"Loi 03-10 du 19 juillet 2003 sur la protection de l'environnement dans la perspective du développement durable; Art. 15 et art. 16
Décret exécutif n ° 07-145 du 19 mai 2007 sur la détermination de la portée, le contenu et les termes d'approbation de l'évaluation de l'impact environnemental; Art. 3, 6, annexe1";* Évaluation de l'impact environnemental
26;2;8;Évaluation de l'impact environnemental;S'il entreprend une activité répertoriée à l'annexe 2 du décret exécutif n ° 07-145 du 19 mai 2007 sur les exigences de portée, de contenu et d'approbation des évaluations et des déclarations d'impact environnemental, ou une activité qui nécessite un énoncé d'impact environnemental selon la nomenclature d'installation classifiée, l'installation a préparé un énoncé d'impact environnemental.;"Loi 03-10 du 19 juillet 2003 sur la protection de l'environnement dans la perspective du développement durable; Art. 15 et art. 16
Décret exécutif n ° 07-145 du 19 mai 2007 sur la détermination de la portée, le contenu et les termes d'approbation de l'évaluation de l'impact environnemental; Art. 6, annexe 2";* Énoncé de l'impact environnemental
27;2;9;Permis de fonctionnement / licence;L'installation a identifié si elle relève de la nomenclature de la nomenclature d'installation classifiée.;"Décret exécutif n ° 07-144 du 19 mai 2007 sur la nomenclature des établissements classifiés; Annexe";nan
28;2;10;Permis de fonctionnement / licence;Les opérateurs de bâtiments élevés ou de tours accessibles par le public détiennent un permis de construction valide assuré par le gouverneur régional après avoir discuté avec la Commission pour la prévention de l'incendie et de la panique.;"Loi n ° 19-02 pour les règles générales pour la prévention des risques d'incendie et de panique; Article 23";* Permis de construction
29;2;11;Permis de fonctionnement / licence;Si l'installation fonctionne;"Décret exécutif 06-198 du 31 mai 2006 sur le règlement régissant les établissements classifiés pour la protection de l'environnement; Art. 9";* Enregistrement des produits dangereux
30;2;12;Permis de fonctionnement / licence;"Si l'installation appartient à l'une des trois premières catégories de ""établissements classifiés"" en fonction de la nomenclature d'installation classifiée, il a obtenu une autorisation opérationnelle (autorisation d´Exploitation) avant de commencer son activité.";"Décret exécutif 06-198 du 31 mai 2006 sur le règlement régissant les établissements classifiés pour la protection de l'environnement; Art. 3 et art. 6
Décret exécutif n ° 07-144 du 19 mai 2007 sur la nomenclature des établissements classifiés; Annexe";* Autorisation de fonctionnement
31;2;13;Permis de fonctionnement / licence;Si l'installation appartient à l'une des trois premières catégories «établies classifiées» en fonction de la nomenclature d'installation classifiée et effectue toutes les modifications en vue pour modifier le processus de production, ou pour transformer l'équipement ou étendre l'activité, il a demandé et obtenu une nouvelle autorisation d'exploitation en fonction de la catégorie de l'établissement classifié.;"Décret exécutif 06-198 du 31 mai 2006 sur le règlement régissant les établissements classifiés pour la protection de l'environnement; Art. 38
Décret exécutif n ° 07-144 du 19 mai 2007 sur la nomenclature des établissements classifiés; Annexe";* Autorisation de fonctionnement
32;2;14;Permis de fonctionnement / licence;Si l'installation est une installation classifiée sous réserve d'autorisation, elle est conforme aux exigences imposées dans l'autorisation.;"Décret exécutif 06-198 du 31 mai 2006 sur le règlement régissant les établissements classifiés pour la protection de l'environnement; Art. 21";nan
33;2;15;Permis de fonctionnement / licence;"Si l'installation appartient à la 4e catégorie des ""établissements classifiés"" en fonction de la nomenclature d'installation classifiée, il a soumis une notification opérationnelle (Déclaration d´xploitation) au président de l'Assemblée populaire communautaire au moins 60 jours avant de commencer les opérations.";"Décret exécutif 06-198 du 31 mai 2006 sur le règlement régissant les établissements classifiés pour la protection de l'environnement; Art. 24
Décret exécutif n ° 07-144 du 19 mai 2007 sur la nomenclature des établissements classifiés; Annexe";* Notification de fonctionnement
34;2;16;Permis de fonctionnement / licence;Si l'installation appartient à la 4e catégorie des «établissements classifiés» et effectue des modifications, ou des modifications de son fonctionnement, de sa production ou de son fonctionnement, il a soumis une déclaration complémentaire (complémentaire de la décompte).;"Décret exécutif 06-198 du 31 mai 2006 sur le règlement régissant les établissements classifiés pour la protection de l'environnement; Art. 27";"* Déclaration complémentaire des modifications ou modifications de l'opération ou de la production de la 4e catégorie d'un ""établissement classifié"""
35;2;17;Permis de fonctionnement / licence;Si l'établissement ou l'installation classifié est transféré sur un autre site, il soumet une nouvelle demande d'autorisation d'exploitation ou une notification d'exploitation en fonction de la catégorie de l'établissement classifié.;"Décret exécutif 06-198 du 31 mai 2006 sur le règlement régissant les établissements classifiés pour la protection de l'environnement; Art. 39
Décret exécutif n ° 07-144 du 19 mai 2007 sur la nomenclature des établissements classifiés; Annexe";"* Autorisation de fonctionnement
* Notification de fonctionnement"
36;2;18;Permis de fonctionnement / licence;Si l'opérateur d'un établissement classifié change, le nouvel opérateur a soumis une notification à l'autorité compétente dans un délai d'un mois.;"Décret exécutif 06-198 du 31 mai 2006 sur le règlement régissant les établissements classifiés pour la protection de l'environnement; Art. 38";* Notification pour un changement de l'opérateur d'un établissement classifié.
37;2;19;Permis de fonctionnement / licence;L'installation a obtenu un certificat concernant sa conformité aux normes de santé et de sécurité avant de commencer son activité de production.;"Loi n ° 85-05 du 16 février 1985 sur la protection et la promotion de la santé; Art. 40";* Autorisation relative à la conformité avec les normes d'hygiène et de sécurité
38;2;20;Permis de fonctionnement / licence;Si l'installation produit des substances explosives, elle a obtenu une autorisation préalable.;"Décret présidentiel 90-198 du 30 juin 1990 sur les explosifs; Art. 8";* Autorisation pour la production ou l'activité de recherche impliquant des explosifs
39;2;21;Permis de fonctionnement / licence;Si l'installation effectue une activité de recherche sur les substances explosives, elle a une autorisation valide.;"Décret présidentiel 90-198 du 30 juin 1990 sur les explosifs; Art. 7";* Autorisation pour la production ou l'activité de recherche impliquant des explosifs
40;2;22;Permis de fonctionnement / licence;Si l'installation est un établissement classifié mettant en œuvre des activités soumises à une étude sur les dangers (Étude de Dangers), elle a mené une étude sur les risques avant de demander une autorisation opérationnelle.;"Décret exécutif 06-198 du 31 mai 2006 sur le règlement régissant les établissements classifiés pour la protection de l'environnement; Art. 5
Décret exécutif n ° 07-144 du 19 mai 2007 sur la nomenclature des établissements classifiés; -";* Étude des dangers
41;2;23;Permis de fonctionnement / licence;"Si l'installation obtient des produits chimiques et des matériaux dangereux ainsi que des conteneurs de gaz sous pression du marché local en Algérie, il a obtenu une autorisation de l'autorité locale ""le Wali de la juridiction"".";"Ordonnance interministérielle du 19 juin 2014 établissant les conditions et procédures pour l'acquisition de produits chimiques et de matériaux dangereux du marché local par des personnes naturelles ou légales dont les activités professionnelles ou personnelles nécessitent l'utilisation occasionnelle de ces matériaux et produits chimiques; Art. 8; Art. 9; Art. 2";* Autorisation d'obtenir des produits chimiques et des matériaux dangereux ainsi que des conteneurs de gaz sous pression du marché local en Algérie
42;2;24;Permis de fonctionnement / licence;Si l'installation effectue des activités impliquant régulièrement des produits chimiques dangereux et des cartouches de matériaux et sous pression, il a obtenu une accréditation préalable du ministère de l'Énergie et des Mines.;"Décret exécutif 03-451 du 01 décembre 2003 sur les règles de sécurité qui s'appliquent aux activités liées aux matières dangereuses et aux produits chimiques ainsi qu'aux navires sous pression; Art. 4 et art. 5
Ordonnance interministérielle du 8 juillet 2014 établissant les conditions et procédures d'accréditation des entreprises et des activités de conduite du personnel qui nécessitent l'utilisation de produits chimiques et de matériaux dangereux ainsi que des conteneurs de gaz sous pression; Art. 4; Annexe 1
Ordonnance interministérielle du 25 novembre 2015 établissant la liste et la classification des matières dangereuses et des produits chimiques; Art. 2";* L'accréditation du ministère de l'Énergie et des Mines pour faire face aux produits chimiques dangereux et aux matériaux et aux cartouches sous pression
43;2;25;Permis de fonctionnement / licence;Si l'installation est accréditée par le ministère de l'Énergie et des Mines à mener des activités impliquant régulièrement des produits chimiques dangereux, il obtient une accréditation mise à jour par le ministère de l'Énergie et des Mines avant d'effectuer une modification de ses activités.;"Ordonnance interministérielle du 8 juillet 2014 établissant les conditions et procédures d'accréditation des entreprises et des activités de conduite du personnel qui nécessitent l'utilisation de produits chimiques et de matériaux dangereux ainsi que des conteneurs de gaz sous pression; Art. 10; Art. 11
Ordonnance interministérielle du 25 novembre 2015 établissant la liste et la classification des matières dangereuses et des produits chimiques; Art. 2";* L'accréditation du ministère de l'Énergie et des Mines pour faire face aux produits chimiques dangereux et aux matériaux et aux cartouches sous pression
44;2;26;Permis de fonctionnement / licence;Si l'installation a arrêté ses activités pour lesquelles il a été accrédité par le ministère de l'Énergie et des Mines car ils impliquaient régulièrement des produits chimiques dangereux, il a informé le ministère de l'Énergie et des Mines dans les 8 jours suivant la date à laquelle il a terminé ses opérations.;"Ordonnance interministérielle du 8 juillet 2014 établissant les conditions et procédures d'accréditation des entreprises et des activités de conduite du personnel qui nécessitent l'utilisation de produits chimiques et de matériaux dangereux ainsi que des conteneurs de gaz sous pression; Art. 13
Ordonnance interministérielle du 25 novembre 2015 établissant la liste et la classification des matières dangereuses et des produits chimiques; Art. 2";* Copie de la notification informant le ministère de l'Énergie et des Mines sur l'arrêt des activités de l'installation impliquant des matières dangereuses et des produits chimiques
45;2;27;Permis de fonctionnement / licence;Si l'installation gère occasionnellement les substances et les matériaux dangereux, il a obtenu une autorisation de l'autorité locale.;"Ordonnance interministérielle du 19 juin 2014 établissant les conditions et procédures pour l'acquisition de produits chimiques et de matériaux dangereux du marché local par des personnes naturelles ou légales dont les activités professionnelles ou personnelles nécessitent l'utilisation occasionnelle de ces matériaux et produits chimiques; Art. 2";* Autorisation estampée à gérer les produits chimiques dangereux à l'occasion
46;3;1;Remédiation;Si l'installation est un établissement classifié selon la nomenclature classifiée de l'établissement et si elle subit une fermeture définitive de l'activité, le site est restauré de manière à ne génère aucun danger ni effet négatif à l'environnement, conformément à son plan de décontamination.;"Décret exécutif 06-198 du 31 mai 2006 sur le règlement régissant les établissements classifiés pour la protection de l'environnement; Art. 41";* Plan de décontamination en cas de fermeture
