id;chpitre;sous-chapitre;titre;exigence;lois;documents
25;1;25;Comité H&S;Le Comité inter-entreprises pour l'hygiène et la sécurité se réunit une fois par trimestre.;"Décriture exécutive 05-10 du 08 janvier 2005 sur l'organisation et le fonctionnement du Comité inter-entreprises pour l'hygiène et la sécurité; Art. 8";* Dossiers des réunions du Comité inter-entreprises pour l'hygiène et la sécurité
26;1;26;Comité H&S;Une zone sur le lieu de travail est accessible au comité inter-entreprises pour l'hygiène et la sécurité.;"Décriture exécutive 05-10 du 08 janvier 2005 sur l'organisation et le fonctionnement du Comité inter-entreprises pour l'hygiène et la sécurité; Art. 19";nan
27;1;27;Comité H&S;Le comité inter-entreprises pour l'hygiène et la sécurité crée une structure pour la mise en œuvre et le suivi.;"Décriture exécutive 05-10 du 08 janvier 2005 sur l'organisation et le fonctionnement du Comité inter-entreprises pour l'hygiène et la sécurité; Art. 15";nan
28;1;28;Comité H&S;L'installation garantit que le rapport des réunions de la Commission d'une entreprise ou d'une unité ainsi que tous les rapports établis par la Commission sont placés dans le registre de l'hygiène, de la sécurité et de la santé au travail.;"Décert exécutif 05-09 du 08 janvier 2005 sur les commissions conjointes pour l'hygiène et la sécurité; Art. 20";"* Rapport annuel sur l'état des risques professionnels.
* Rapports fait par la Commission bipartite pour l'hygiène et la sécurité.
* Rapports des réunions de la Commission bipartite pour l'hygiène et la sécurité."
29;1;29;Comité H&S;Le rapport annuel sur l'audit de l'hygiène et des activités de sécurité dans l'établissement a été soumis à la Commission bipartite pour la santé et la sécurité et transmis par l'employeur à la direction de la santé et de la population ainsi que de l'inspection du travail.;"Décert exécutif 05-11 du 08 janvier 2005 sur les conditions de création, de fonctionnement, d'organisation du service et de la sécurité d'hygiène; Art. 18";* Rapport annuel audit les activités d'hygiène et de sécurité dans l'installation et de présenter des propositions pour améliorer l'organisation et le fonctionnement de ces activités
30;1;30;Comité H&S;L'installation garantit que les membres de la Commission bipartite se réunissent au moins une fois par trimestre pour une entreprise et une fois par mois pour une unité.;"Décert exécutif 05-09 du 08 janvier 2005 sur les commissions conjointes pour l'hygiène et la sécurité; Art. 17";"* Record des réunions des membres de la Commission bipartite pour une entreprise
* Record des réunions des membres de la Commission bipartite pour une unité"
31;2;1;L'évaluation des risques;Si l'installation est un établissement classifié mettant en œuvre des activités soumises à une étude sur les dangers (Étude de dangers), elle a effectué une évaluation des risques requise dans l'étude des dangers.;"Décret exécutif 06-198 du 31 mai 2006 sur le règlement régissant les établissements classifiés pour la protection de l'environnement; Art. 14
Ordonnance interministérielle du 14 septembre 2014 établissant les procédures d'examen et d'approbation des études d'évaluation des risques; Art. 2; Art. 9";*L'évaluation des risques
32;2;2;Déclaration;Si l'installation est un établissement classifié en fonction de la nomenclature d'installation classifiée, et si elle a subi des dommages-intérêts en raison d'un incendie, d'une explosion ou d'un accident, il a transmis un rapport au président du comité d'inspection d'installation classifié.;"Décret exécutif 06-198 du 31 mai 2006 sur le règlement régissant les établissements classifiés pour la protection de l'environnement; Art. 37";* Rapport sur les dommages dus à un incendie, à une explosion ou à tout accident dans un établissement classifié
33;2;3;Déclaration;L'employeur effectuant des travaux répertoriés dans l'annexe à l'ordre interministériel du 09 juin 1997 les déclare aux autorités compétentes.;"Décret interministériel du 09 juin 1997 répertoriant les travaux où les employés sont très exposés aux risques professionnels; Art. 3";* Déclaration de travaux exposant les travailleurs aux risques professionnels (travaux répertoriés dans l'annexe à l'ordre interministériel du 09 juin 1997)
34;3;1;Entraînement;L'employeur a effectué des séances de formation et d'information pour les travailleurs sur les risques associés aux opérations et aux actions à entreprendre en cas d'accidents.;"Décret exécutif 02-427 du 07 décembre 2002 sur les conditions d'organisation de l'enseignement, de l'information et de la formation des travailleurs sur la prévention des risques professionnels; Art. 3";* Dossiers de formation des employés
35;3;2;Entraînement;L'établissement garantit une formation appropriée aux travailleurs.;"Décret exécutif 02-427 du 07 décembre 2002 sur les conditions d'organisation de l'enseignement, de l'information et de la formation des travailleurs sur la prévention des risques professionnels; Art. 19";* Dossiers de formation des employés
36;3;3;Entraînement;Selon les risques qui doivent être évités, l'employeur organise une session pour que les travailleurs expliquent les mesures de sécurité prescrites.;"Décret exécutif 02-427 du 07 décembre 2002 sur les conditions d'organisation de l'enseignement, de l'information et de la formation des travailleurs sur la prévention des risques professionnels; Art. 9";nan
37;3;4;Entraînement;L'établissement garantit que la formation est dispensée aux travailleurs par des organismes compétents et des établissements spécialisés dans la prévention des risques professionnels.;"Décret exécutif 02-427 du 07 décembre 2002 sur les conditions d'organisation de l'enseignement, de l'information et de la formation des travailleurs sur la prévention des risques professionnels; Art. 11";* Dossiers de formation des employés
38;3;5;Entraînement;L'installation garantit que la formation à la sécurité est divisée en deux parties, la première concernant la théorie et la seconde à pratiquer.;"Décret exécutif 02-427 du 07 décembre 2002 sur les conditions d'organisation de l'enseignement, de l'information et de la formation des travailleurs sur la prévention des risques professionnels; Art. 13";"* Records de formation théorique sur la sécurité professionnelle
* Records de formation pratique sur la sécurité au travail"
39;3;6;Entraînement;Si un besoin de formation sur un danger spécifique émerge, l'établissement garantit que les cours et les séances de formation sont données par un établissement approprié ayant des chambres et des moyens appropriés pour effectuer la formation spécifique.;"Décret exécutif 02-427 du 07 décembre 2002 sur les conditions d'organisation de l'enseignement, de l'information et de la formation des travailleurs sur la prévention des risques professionnels; Art. 15";nan
40;3;7;Entraînement;L'employeur donne des instructions sur les actions à prendre en cas d'incidents techniques ou d'accidents professionnels.;"Décret exécutif 02-427 du 07 décembre 2002 sur les conditions d'organisation de l'enseignement, de l'information et de la formation des travailleurs sur la prévention des risques professionnels; Art. 8";* Dossiers de formation des employés
41;3;8;Entraînement;L'installation garantit que les membres de la Commission bipartite relative à l'hygiène et à la sécurité reçoivent une formation appropriée pendant leur mandat.;"Décret exécutif 02-427 du 07 décembre 2002 sur les conditions d'organisation de l'enseignement, de l'information et de la formation des travailleurs sur la prévention des risques professionnels; Art. 21";* Dossiers de formation des employés
42;3;9;Entraînement;L'installation garantit un membre des commissions bipartites pour l'hygiène et la sécurité, ainsi que la personne nommée pour l'hygiène et la sécurité, reçoivent une formation appropriée.;"Loi 88-07 du 26 janvier 1988 sur l'hygiène, la sécurité et les soins de santé au travail; Art. 23";* Dossiers de formation des employés
43;4;1;Jeunes travailleurs;L'employeur n'engage pas de travailleurs qui ont moins de 16 ans.;"Loi 90-11 du 21 avril 1990 sur les relations de travail; Art. 15";* Enregistrement montrant l'âge des employés
44;4;2;Jeunes travailleurs;L'employeur n'attribue pas de jeunes travailleurs à des tâches dangereuses, insalubres ou nocives pour la santé.;"Loi 90-11 du 21 avril 1990 sur les relations de travail; Art. 15";* Enregistrement montrant l'âge des employés
45;4;3;Jeunes travailleurs;L'employeur n'attribue pas de travailleurs qui ont moins de 19 ans pour travailler la nuit.;"Loi 90-11 du 21 avril 1990 sur les relations de travail; Art. 27";nan
46;4;4;Jeunes travailleurs;L'établissement emploie de jeunes travailleurs que s'ils ont une autorisation écrite de leurs tuteurs.;"Loi 90-11 du 21 avril 1990 sur les relations de travail; Art. 15";* Autorisation écrite des tuteurs des jeunes travailleurs
47;4;5;Travailleurs enceintes et allaités;L'établissement garantit que les travailleurs enceintes ou l'allaitement ne sont pas affectés à des postes de travail où ils seront exposés à des substances, produits ou préparations dangereux.;"Décret exécutif 05-08 du 08 janvier 2005 sur des prescriptions particulières applicables aux substances, matériaux et produits dangereux en milieu de travail; Art. 12";nan
48;4;6;Employés de nuit;L'employeur n'attribue pas de travailleuses au travail de nuit.;"Loi 90-11 du 21 avril 1990 sur les relations de travail; Art. 29";nan
49;5;1;Entrepreneurs sur place;Si l'établissement contracte différentes entreprises pour effectuer des travaux de construction ou hydrauliques, il les a informés sur les noms et les adresses des sociétés contractées.;"Ordonnance du 26 juillet 2008 sur l'hygiène et le plan de sécurité dans la construction, les travaux publics ou les sites de travaux hydrauliques; Art. 10";* Document sur les noms et adresses des sociétés contractées
50;5;2;Entrepreneurs sur place;Si une entreprise s'est contractée pour effectuer des travaux de construction ou hydrauliques, sous-traitant d'autres sociétés pour effectuer tout ou partie des tâches, elle garantit que les entreprises sous-traitées ont établi leurs propres plans d'hygiène et de sécurité.;"Ordonnance du 26 juillet 2008 sur l'hygiène et le plan de sécurité dans la construction, les travaux publics ou les sites de travaux hydrauliques; Art. 12 et art. 14";* Copie du plan de sécurité et d'hygiène pour les projets de construction / hydrauliques
51;5;3;Entrepreneurs sur place;Si une entreprise s'est contractée pour effectuer des travaux de construction ou hydrauliques, sous-traite d'autres sociétés pour effectuer tout ou partie des tâches, il fournit à tous les acteurs une copie du plan de sécurité et d'hygiène qu'elle a établie.;"Ordonnance du 26 juillet 2008 sur l'hygiène et le plan de sécurité dans la construction, les travaux publics ou les sites de travaux hydrauliques; Art. 11";* Copie du plan de sécurité et d'hygiène pour les projets de construction / hydrauliques
52;5;4;Entrepreneurs sur place;Si une entreprise s'est contractée pour effectuer des travaux de construction ou hydrauliques, sous-traitant d'autres sociétés pour effectuer tout ou partie des tâches, il les a informés sur les noms et les adresses d'autres sociétés sous-traitées.;"Ordonnance du 26 juillet 2008 sur l'hygiène et le plan de sécurité dans la construction, les travaux publics ou les sites de travaux hydrauliques; Art. 13";* Document sur les noms et adresses des sociétés contractées
53;5;5;Entrepreneurs sur place;L'entreprise a contracté pour effectuer des travaux de construction / hydrauliques maintient sur place une copie du plan d'hygiène et de sécurité et la met à jour périodiquement.;"Ordonnance du 26 juillet 2008 sur l'hygiène et le plan de sécurité dans la construction, les travaux publics ou les sites de travaux hydrauliques; Art. 16 et art. 17";* Copie du plan de sécurité et d'hygiène pour les projets de construction / hydrauliques
54;5;6;Activités de construction;Si l'installation entreprend des activités de construction / hydrauliques, elle les déclare au Fonds national pour la sécurité sociale, 10 jours avant le début de ces travaux.;"Ordonnance du 26 juillet 2008 sur la déclaration d'ouverture des sites de travail de construction, publics et hydrauliques; Art. 2 et art. 3";* Copie du début d'une déclaration de chantier de construction
55;5;7;Activités de construction;Si l'installation contracte une entreprise pour effectuer des travaux de construction ou hydrauliques, il a reçu un plan de sécurité et d'hygiène avant le début des travaux.;"Ordonnance du 26 juillet 2008 sur l'hygiène et le plan de sécurité dans la construction, les travaux publics ou les sites de travaux hydrauliques; Art. 2 et art. 3 et art. 4 et art. 5";* Copie du plan de sécurité et d'hygiène pour les projets de construction / hydrauliques
56;5;8;Activités de construction;Si l'installation lance une invitation aux appels d'offres à effectuer des travaux de construction ou hydrauliques, il indique clairement que ces travaux sont soumis à la mise en place d'un plan de sécurité et d'hygiène avant que tout travail puisse commencer.;"Ordonnance du 26 juillet 2008 sur l'hygiène et le plan de sécurité dans la construction, les travaux publics ou les sites de travaux hydrauliques; Art. 6";* Invitation aux offres
57;5;9;Activités de construction;Si l'installation a l'intention de réaliser des travaux de construction ou hydrauliques, il fournit à la société de construction sous contrat un document indiquant des mesures organisationnelles générales concernant les travaux prévus.;"Ordonnance du 26 juillet 2008 sur l'hygiène et le plan de sécurité dans la construction, les travaux publics ou les sites de travaux hydrauliques; Art. 9";* Document indiquant des mesures organisationnelles générales concernant les travaux de construction / hydrauliques prévus.
