id;chpitre;sous-chapitre;titre;exigence;lois;documents
11;2;5;Exigences / restrictions de décharge des eaux usées;Si l'installation est un établissement classifié et s'il décharge les eaux usées industrielles, elle dispose d'un système de traitement approprié pour la sortie des eaux usées industrielles.;"Décret exécutif 06-141 du 19 avril 2006 définissant les valeurs limites des eaux usées industrielles; Art. 4
Loi 05-12 du 4 août 2005 sur l'eau; Art. 47";nan
12;2;6;Exigences / restrictions de décharge des eaux usées;Si l'installation est un établissement classifié, et si elle décharge les eaux usées industrielles, elle est conforme aux valeurs limites indiquées à l'annexe 1 au décret exécutif 06-141;"Décret exécutif 06-141 du 19 avril 2006 définissant les valeurs limites des eaux usées industrielles; Art. 3
Loi 05-12 du 4 août 2005 sur l'eau; Art. 47";* Registre des eaux usées industrielles
13;2;7;Exigences / restrictions de décharge des eaux usées;L'installation ne décharge pas les eaux usées ni aucun déchet dans l'eau qui alimente l'eau / aquifère souterraine, les puits, les perceuses ou d'autres sources d'eau potable.;"Loi 03-10 du 19 juillet 2003 sur la protection de l'environnement dans la perspective du développement durable; Art. 51";nan
14;2;8;Exigences / restrictions de décharge des eaux usées;Si l'installation est construite dans une zone urbaine, elle est liée au système d'assainissement public.;"Loi 05-12 du 4 août 2005 sur l'eau; Art. 118";nan
15;2;9;Exigences / restrictions de décharge des eaux usées;Si l'installation est construite dans une zone non équipée d'un réseau d'assainissement public, il a installé une installation d'évacuation des eaux usées privée.;"Loi 05-12 du 4 août 2005 sur l'eau; Art. 121";nan
16;2;10;Exigences / restrictions de décharge des eaux usées;L'installation ne met pas dans l'installation de traitement de matériaux solides, liquides ou gazeux qui peuvent nuire à l'installation de traitement et d'évacuation ou peuvent affecter la santé des travailleurs en charge de la gestion de l'installation du traitement.;"Loi 05-12 du 4 août 2005 sur l'eau; Art. 120";nan
17;2;11;Exigences / restrictions de décharge des eaux usées;Les installations de traitement des eaux usées sont conçues, exploitées et maintenues de manière à réduire au minimum les périodes où elles ne peuvent pas fonctionner à pleine capacité.;"Décret exécutif 06-141 du 19 avril 2006 définissant les valeurs limites des eaux usées industrielles; Art. 5";nan
18;2;12;Exigences / restrictions de décharge des eaux usées;En cas de rupture ou de non-respect de la capacité maximale du traitement des eaux usées, l'installation prend des mesures pour réduire ou arrêter l'activité de manière à garantir la conformité aux limites énoncées.;"Décret exécutif 06-141 du 19 avril 2006 définissant les valeurs limites des eaux usées industrielles; Art. 5";nan
19;2;13;Exigences / restrictions de décharge des eaux usées;L'installation ne décharge aucun type d'eaux usées dans les puits, les forages, les bassins versants, les fontaines de consommation publique, les canaux et les lits de rivière secs (Oneeds à sec).;"Loi 05-12 du 4 août 2005 sur l'eau; Art. 46";nan
20;2;14;Exigences / restrictions de décharge des eaux usées;L'installation ne met pas de substances susceptibles de provoquer une pollution des eaux souterraines dans le sol.;"Loi 05-12 du 4 août 2005 sur l'eau; Art. 46";nan
21;2;15;Exigences / restrictions de décharge des eaux usées;L'installation a supprimé son installation d'évacuation des eaux usées privée dès qu'un réseau d'assainissement public a été mis en place.;"Loi 05-12 du 4 août 2005 sur l'eau; Art. 122";nan
22;2;16;Exigences / restrictions de décharge des eaux usées;Si l'installation rejette les eaux usées à la main dans le système d'assainissement public ou l'usine de traitement, il garantit que les limites de concentration pour les substances nocives énumérées dans l'annexe du décret no, 09-209 de 2009 ne sont pas dépassées.;"Décret exécutif n ° 09-209 sur les exigences pour obtenir une autorisation de décharger les eaux usées sans retenue dans le réseau d'assainissement public ou dans une usine de traitement; Art. 3";* Résultats d'échantillonnage des eaux usées
23;2;17;Exigences / restrictions de décharge des eaux usées;Si l'installation décharge les eaux usées à la main dans le système d'assainissement public ou l'usine de traitement, il prétraite les eaux usées chaque fois que les limites de concentration pour les substances nocives sont dépassées.;"Décret exécutif n ° 09-209 sur les exigences pour obtenir une autorisation de décharger les eaux usées sans retenue dans le réseau d'assainissement public ou dans une usine de traitement; Art. 4";nan
24;2;18;Exigences / restrictions de décharge des eaux usées;Si l'installation décharge les eaux usées non toxiques dans le domaine hydraulique public, il est conforme aux limites de concentration énumérées dans l'annexe de l'ordre du 6 janvier 2013 répertoriant les limites de décharge maximales et les exigences applicables aux décharges et dépôts des eaux usées non toxiques dans le domaine hydraulique public,;"Ordonnance du 6 janvier 2013 énumérant les émissions maximales et les exigences applicables aux émissions, à l'amortissement et au dépôt de matériaux non toxiques et non nocifs dans les eaux publiques; Art. 2";* Enregistrements de la surveillance des décharges des eaux usées non toxiques
25;2;19;Mesure et rapport de la décharge des eaux usées;Si l'installation génère des eaux usées industrielles, elle conserve un registre où les dates et les résultats de l'analyse par rapport aux effluents sont enregistrés.;"Décret exécutif 06-141 du 19 avril 2006 définissant les valeurs limites des eaux usées industrielles; Art. 6";* Registre des eaux usées industrielles
26;2;20;Mesure et rapport de la décharge des eaux usées;L'installation rend le résultat de son analyse des eaux usées industrielles déchargées à la disposition de l'autorité d'inspection sur demande.;"Décret exécutif 06-141 du 19 avril 2006 définissant les valeurs limites des eaux usées industrielles; Art. 7";* Records d'analyse des eaux usées industrielles
27;2;21;Mesure et rapport de la décharge des eaux usées;Si l'installation décharge les eaux usées industrielles qui dépassent les normes, il soumet un rapport donnant une explication et une justification à cet excès.;"Décret exécutif 06-141 du 19 avril 2006 définissant les valeurs limites des eaux usées industrielles; Art. 10";* Rapport sur le dépassement des décharges des eaux usées industrielles.
28;2;22;Mesure et rapport de la décharge des eaux usées;Si l'installation décharge les eaux usées industrielles qui dépassent les normes, il soumet un rapport détaillant les mesures correctives prévues et déjà prises.;"Décret exécutif 06-141 du 19 avril 2006 définissant les valeurs limites des eaux usées industrielles; Art. 10";* Signaler les détails prévus et déjà pris des mesures correctives prises en réponse aux dépassements de décharge des eaux usées
29;2;23;Mesure et rapport de la décharge des eaux usées;Le système d'évacuation des eaux usées est équipé d'intercepteurs hydrauliques et est nettoyé et lavé quotidiennement.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 9";nan
30;2;24;Mesure et rapport de la décharge des eaux usées;L'installation mesure ses rejets de déchets industriels.;"Décret exécutif 06-141 du 19 avril 2006 définissant les valeurs limites des eaux usées industrielles; Art. 6";* Registre des eaux usées industrielles
31;2;25;Mesure et rapport de la décharge des eaux usées;Si l'installation décharge les eaux usées non toxiques dans le domaine hydraulique public, il garde des enregistrements des limites de concentration des produits chimiques dans les décharges.;"Décret exécutif 10-88 du 10 mars 2010 établissant les conditions de l'octroi de l'autorisation de rejeter les effluents non toxiques dans le domaine hydraulique public; Art. 8";* Enregistrement de la surveillance des eaux usées non toxiques
32;2;26;Frais de rejet et taxes sur les eaux usées;Si l'installation est un établissement classifié qui décharge les eaux usées industrielles qui dépassent les normes énoncées à l'annexe 1 du décret exécutif 06-141, il a payé l'impôt requis.;"Décret exécutif n ° 07-300 du 27 septembre 2007 pour déterminer les termes de la mise en œuvre de la taxe supplémentaire sur la libération des eaux usées industrielles; Art. 2 et art. 3";* Preuve de paiement de la taxe supplémentaire sur le congé des eaux usées industrielles
