id;chpitre;sous-chapitre;titre;exigence;lois;documents
20;4;1;Équipement de levage, équipement de manutention des matériaux;Les travailleurs reçoivent un équipement de levage, de manutention et de transport pour gérer des charges dépassant 50 kilogrammes pour les travailleurs masculins ou 25 kilogrammes pour les femmes ou les jeunes travailleurs.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 26";nan
21;4;2;Équipement de levage, équipement de manutention des matériaux;Les inspections et l'entretien des équipements de manutention et de levage ne sont effectués que par du personnel compétent désigné par l'employeur.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 62";nan
22;4;3;Équipement de levage, équipement de manutention des matériaux;L'équipement de levage et de manutention des matériaux est inspecté et maintenu régulièrement.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 62";* Records d'inspection pour l'équipement de levage et de manutention des matériaux
23;5;1;Protection d'automne / travail à des hauteurs;Les réservoirs et les bassins sont équipés de clôtures ou de murs protégeant les travailleurs de la chute.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 34";nan
24;5;2;Protection d'automne / travail à des hauteurs;Les plates-formes, les planchers, les passerelles, l'échafaudage et leurs points d'accès sur les lieux de travail sont protégés par des clôtures rigides.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 33";nan
25;5;3;Protection d'automne / travail à des hauteurs;Les fosses, les ouvertures dans le sol et les pièges sont protégées par des clôtures correctement marquées.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 34";nan
26;5;4;Protection d'automne / travail à des hauteurs;Les échelles sont robustes et fabriquées à partir de matériaux rigides.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 36";nan
27;5;5;Protection d'automne / travail à des hauteurs;Les travailleurs ne transportent pas d'objets dont le poids dépasse 50 kilogrammes ou les objets volumineux sur les échelles.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 36";nan
28;5;6;Protection d'automne / travail à des hauteurs;Les escaliers des réservoirs sont équipés de bancardises.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 34";nan
29;6;1;Navires / systèmes sous pression;L'identité du fabricant, l'emplacement et l'année de fabrication, le numéro de série, le volume interne, la pression maximale et l'état principal d'utilisation de l'appareil sont écrits sur chaque récipient de pression fourni en gaz.;"Décret exécutif n ° 90-245 du 18 août 1990 réglementant les navires de pression de gaz; Art. 7";nan
30;6;2;Navires / systèmes sous pression;Sauf exonéré sur la base du type de récipients sous pression, l'installation a obtenu un certificat qui certifie que ses récipients de pression fournis avec du gaz ou de la vapeur ont été vérifiés afin d'autoriser leur test de pression hydraulique, si un tel test est requis.;"Décret exécutif n ° 90-245 du 18 août 1990 réglementant les navires de pression de gaz; Art. 9, 14
Décret exécutif 90-246 du 18 août 1990 réglementant les navires de pression fournis en vapeur; Art. 31 et art. 35";* Certificat de vérification des navires de pression de gaz ou de vapeur
31;6;3;Navires / systèmes sous pression;L'installation garantit que ses récipients sous pression fournis avec du gaz ou de la vapeur ont subi un test de pression hydraulique avant d'être mis en service, puis régulièrement.;"Décret exécutif n ° 90-245 du 18 août 1990 réglementant les navires de pression de gaz; Art. 11, 13
Décret exécutif 90-246 du 18 août 1990 réglementant les navires de pression fournis en vapeur; Art. 30 et art. 33 et art. 34";* Rapport sur le test de pression hydraulique
32;6;4;Navires / systèmes sous pression;L'installation a soumis une déclaration sur la mise en service de ses navires sous pression fournis avec du gaz au ministre de l'Énergie et de Mining.;"Décret exécutif n ° 90-245 du 18 août 1990 réglementant les navires de pression de gaz; Art. 17";* Déclaration sur la mise en service des navires sous pression fournis en gaz
33;6;5;Navires / systèmes sous pression;L'opérateur a établi et met régulièrement à jour un registre de maintenance pour chacun de ses navires sous pression fournis soit en gaz ou en vapeur.;"Décret exécutif n ° 90-245 du 18 août 1990 réglementant les navires de pression de gaz; Art. 18
Décret exécutif 90-246 du 18 août 1990 réglementant les navires de pression fournis en vapeur; Art. 48";* Registre de maintenance des navires à pression de gaz ou de vapeur
34;6;6;Navires / systèmes sous pression;L'installation garantit qu'une vérification approfondie de ses navires sous pression fournies en gaz est entreprise au moins tous les trois ans.;"Décret exécutif n ° 90-245 du 18 août 1990 réglementant les navires de pression de gaz; Art. 19";* Records de vérification des récipients sous pression fournis en gaz
35;6;7;Navires / systèmes sous pression;En cas de ventilation d'un récipient sous pression fourni avec du gaz ou de la vapeur, l'opérateur a informé le ministère de l'Énergie et de l'extraction sans délai.;"Décret exécutif n ° 90-245 du 18 août 1990 réglementant les navires de pression de gaz; Art. 21";nan
36;6;8;Navires / systèmes sous pression;Les récipients sous pression fournis en vapeur sont conformes aux exigences techniques de conception énoncées dans les articles 9 à 28 du décret exécutif 90-246 du 18 août 1990 Regulate des navires de pression fournis avec vapeur.;"Décret exécutif 90-246 du 18 août 1990 réglementant les navires de pression fournis en vapeur; Art. 9 à 28";* Manuels d'instructions pour les récipients sous pression fournis avec vapeur
37;6;9;Navires / systèmes sous pression;Chaque récipient sous pression fourni avec de la vapeur est équipé d'une plaque qui affiche l'identité du fabricant, l'emplacement et l'année de fabrication, le numéro de série et la marque d'essai de pression de la chaudière.;"Décret exécutif 90-246 du 18 août 1990 réglementant les navires de pression fournis en vapeur; Art. 20, 28";nan
38;6;10;Navires / systèmes sous pression;L'installation a obtenu une autorisation du gouverneur (WALI) pour chaque navire sous pression fourni avec de la vapeur avant de le mettre en service, pour des installations subissant une modification importante ou un emplacement changeant.;"Décret exécutif 90-246 du 18 août 1990 réglementant les navires de pression fournis en vapeur; Art. 50";* Autorisation pour le navire de pression de vapeur
39;6;11;Navires / systèmes sous pression;Une distance d'au moins dix mètres sépare les navires sous pression de classe 1 fournis avec vapeur des maisons d'habitation et des bâtiments recevant le public.;"Décret exécutif 90-246 du 18 août 1990 réglementant les navires de pression fournis en vapeur; Art. 39";nan
40;6;12;Navires / systèmes sous pression;L'installation garantit que des vérifications approfondies de ses récipients sous pression fournies en vapeur sont entrepris au moins tous les 18 mois.;"Décret exécutif 90-246 du 18 août 1990 réglementant les navires de pression fournis en vapeur; Art. 45";* Copie du rapport contenant les résultats des vérifications approfondies des navires de pression fournis avec vapeur
41;6;13;Navires / systèmes sous pression;L'installation a envoyé une copie du rapport contenant les résultats des vérifications approfondies de ses récipients sous pression fournis avec vapeur au ministère de l'Énergie et de la Mine.;"Décret exécutif 90-246 du 18 août 1990 réglementant les navires de pression fournis en vapeur; Art. 47";* Records de vérification des récipients sous pression fournis en gaz
42;7;1;Sécurité électrique;Les installations électriques sont vérifiées, contrôlées et maintenues régulièrement par des personnes compétentes.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 62";* Records des vérifications et des inspections
43;7;2;Sécurité électrique;Les documents relatifs aux installations électriques sont mis à la disposition de l'inspecteur du travail.;"Décert exécutif 01-342 du 28 octobre 2001 sur des dispositions spécifiques pour la protection des travailleurs contre les risques électriques sur le lieu de travail; Art. 71";"* Rapports sur la vérification de l'état des installations électriques et des points de non-conformité à la législation.
* Inscrivez-vous où sont enregistrés la date et la nature des vérifications ou des contrôles sur les installations électriques ainsi que les noms et qualifications des personnes qui les ont effectuées.
* Carte schématique des locaux ou du poste de travail soumis à des prescriptions spéciales par rapport aux installations électriques.
* Carte des installations électriques enterrées.
* Preuve documentaire des travaux et des modifications effectuées pour compenser la défectussage des installations électriques."
44;7;3;Sécurité électrique;Une installation de sécurité électrique est installée, utilisée et entretenue en bon état de fonctionnement.;"Décert exécutif 01-342 du 28 octobre 2001 sur des dispositions spécifiques pour la protection des travailleurs contre les risques électriques sur le lieu de travail; Art. 23";nan
45;7;4;Sécurité électrique;Dans les locaux et les postes de travail, les pièces électriques actives sont mises hors de portée des travailleurs.;"Décert exécutif 01-342 du 28 octobre 2001 sur des dispositions spécifiques pour la protection des travailleurs contre les risques électriques sur le lieu de travail; Art. 24";nan
46;7;5;Sécurité électrique;L'employeur spécifie et délimite clairement que les locaux et les postes de travail sont consacrés à la production, à la conversion ou à la distribution de l'électricité et qui sont les locaux et les postes de travail où la présence ou les pièces actives accessibles résulte d'une nécessité technique, et autorise leur entrée uniquement aux personnes informées des risques électriques et autorisés par l'employeur à y travailler.;"Décert exécutif 01-342 du 28 octobre 2001 sur des dispositions spécifiques pour la protection des travailleurs contre les risques électriques sur le lieu de travail; Art. 35";* Carte schématique des locaux ou du poste de travail soumis à des prescriptions spéciales par rapport aux installations électriques.
47;7;6;Sécurité électrique;Il y a des panneaux pointant vers les dangers ou interdisant l'entrée de personnes non autorisées dans des locaux et des postes de travail où des machines ou des installations comprenant des pièces actives non protégées sont utilisées.;"Décert exécutif 01-342 du 28 octobre 2001 sur des dispositions spécifiques pour la protection des travailleurs contre les risques électriques sur le lieu de travail; Art. 37";nan
48;7;7;Sécurité électrique;Dans les locaux ou les postes de travail contenant des parties actives non protégées de la haute tension A domaine ou du domaine B haute tension, les portes sont verrouillées de l'extérieur.;"Décert exécutif 01-342 du 28 octobre 2001 sur des dispositions spécifiques pour la protection des travailleurs contre les risques électriques sur le lieu de travail; Art. 37";nan
49;7;8;Sécurité électrique;Les installations électriques sont vérifiées lorsqu'ils sont mis en service, et après tout changement de leur structure, puis périodiquement par la suite par une personne nommée.;"Décert exécutif 01-342 du 28 octobre 2001 sur des dispositions spécifiques pour la protection des travailleurs contre les risques électriques sur le lieu de travail; Art. 69";* Rapports sur la vérification de l'état des installations électriques et des points de non-conformité à la législation.
50;8;1;Équipement de protection personnelle;Les travailleurs sont équipés de l'équipement de protection individuelle nécessaire.;"Loi 88-07 du 26 janvier 1988 sur l'hygiène, la sécurité et les soins de santé au travail; Art. 6";nan
51;8;2;Équipement de protection personnelle;Si les niveaux de bruit ne peuvent pas être correctement contrôlés, l'employeur fournit aux travailleurs un équipement individuel approprié pour les protéger contre le bruit.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 16";nan
52;8;3;Équipement de protection personnelle;L'employeur maintient des équipements personnels pour la protection contre le bruit dans un bon état de fonctionnement.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 16";nan
53;8;4;Équipement de protection personnelle;L'employeur fournit aux travailleurs exposés à une température basse ou élevée avec des équipements de protection personnelle.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 17";nan
54;8;5;Équipement de protection personnelle;L'installation garantit que l'équipement de protection collectif et individuel est vérifié, contrôlé et entretenu régulièrement par des personnes qualifiées désignées par l'employeur.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 62";nan
55;9;1;Atmosphères potentiellement explosives;"Les locaux où les matériaux inflammables sont stockés et manipulés ne sont allumés qu'avec des lampes électriques protégées par un double boîtier étanche à l'air ou par des lampes externes dans des raccords en verre (""Sous verre dormante"").";"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 48";nan
56;9;2;Atmosphères potentiellement explosives;Dans les zones à haut risque d'explosion, les installations électriques sont réduites au minimum nécessaire pour les opérations.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 49";nan
57;9;3;Atmosphères potentiellement explosives;Dans les zones à haut risque d'explosion, les installations électriques ne comprennent aucune source d'étincelles ou de surchauffe susceptible de provoquer un incendie ou une explosion.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 49";nan
58;9;4;Atmosphères potentiellement explosives;Dans les zones où les matériaux inflammables du deuxième groupe sont manipulés, produits, traités ou stockés des canalisations et les installations électriques sont équipées de systèmes pour empêcher leur contact avec ces matériaux.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 53";nan
59;9;5;Atmosphères potentiellement explosives;Dans les zones où les matériaux inflammables du deuxième groupe sont manipulés, produits, traités ou stockés, les installations et les dispositifs électriques sont réduits au minimum nécessaire pour l'alimentation et le contrôle de l'électricité des machines qui y sont utilisées.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 53";nan
60;9;6;Atmosphères potentiellement explosives;Dans les zones où les matériaux inflammables du deuxième groupe sont manipulés, produits, traités ou stockés les conducteurs, ainsi que les dispositifs conducteurs sont protégés et ne sont pas nus.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 53";nan
61;10;1;Sécurité des conducteurs;L'employeur désigne un ou plusieurs travailleurs pour aider le conducteur d'une manœuvre de camions, en particulier pour l'inversion, dans des conditions de mauvaise visibilité.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 30";nan
62;10;2;Sécurité des conducteurs;Si l'entreprise exploite des véhicules de transport plus lourds que 3,5 tonnes lorsqu'ils sont chargés, il affiche 3 cercles blancs de 20 centimètres (cm) de diamètre contenant les limites de vitesse pour ces véhicules sur les autoroutes, des routes autres que les autoroutes en dehors des zones urbaines et dans les zones urbaines.;"Ordonnance du 15 juin 2015 établissant les vitesses maximales pour les véhicules transportant des personnes et des marchandises plus lourdes que 3,5 tonnes, y compris leur cargaison; Art. 10";nan
