id;chpitre;sous-chapitre;titre;exigence;lois;documents
20;1;20;Évacuation;Les sorties qui ne sont généralement pas utilisées comme passages sont marquées par le panneau «sortie d'urgence» écrite en caractères visibles et clairs.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 55";nan
21;1;21;Évacuation;L'installation garantit que les sorties d'urgence sont équipées de lampes d'urgence utilisées en cas d'interruption accidentelle de l'éclairage normal.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 55";nan
22;1;22;Évacuation;Les postes de travail situés à différents niveaux ou sous-sol sont équipés d'escaliers, quelle que soit l'existence de remontées mécaniques ou d'équipement similaire.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 56";nan
23;1;23;Évacuation;Les bâtiments avec plusieurs niveaux sont équipés d'au moins 2 escaliers.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 56";nan
24;1;24;Évacuation;Partout où des matériaux inflammables sont utilisés, il y a des instructions écrites, approuvées par la défense civile, indiquant les personnes chargées de l'évacuation des employés.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 59";* Instructions écrites indiquant les personnes chargées de l'évacuation des employés
25;1;25;Évacuation;La largeur des voies menant aux sorties de l'installation ne doit pas être inférieure à 80 cm.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 54";nan
26;1;26;Lutte contre les incendies;Il existe un nombre adéquat d'extincteurs de différents types et capacités appropriés.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 57";nan
27;1;27;Lutte contre les incendies;Les extincteurs sont facilement accessibles et adéquatement situés et distribués sur les postes de travail.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 57";nan
28;1;28;Lutte contre les incendies;Partout où les matériaux inflammables sont utilisés des instructions spéciales sont données aux personnes chargées d'assurer la sécurité et le contrôle.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 59";* Instructions spéciales pour les personnes formées à la lutte contre l'incendie
29;1;29;Lutte contre les incendies;Les extincteurs et les dispositifs de lutte contre les incendies sont testés et vérifiés périodiquement.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 60";* Enregistrement des résultats des contrôles périodiques des extincteurs et des dispositifs pour la lutte contre les incendies
30;1;30;Lutte contre les incendies;Les installations de lutte contre les incendies sont inspectées et maintenues régulièrement.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 62";nan
31;1;31;Lutte contre les incendies;Les instructions sur l'utilisation de matériaux inflammables qui sont données aux employés ont d'abord été approuvés par la défense civile.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 59";* Instructions sur l'utilisation de matériaux inflammables qui sont donnés aux employés
32;2;1;Accidents industriels majeurs;Si l'installation exploite un établissement industriel, elle a réalisé une étude de danger (Étude de danger) avant de démarrer les opérations.;"Droit n ° 04-20 du 25 décembre 2004 sur la prévention des risques majeurs et sur la gestion des catastrophes dans le contexte du développement durable; Art. 60";* Étude des dangers
33;2;2;Accidents industriels majeurs;Si l'installation exploite un établissement industriel, il a établi un plan d'action interne.;"Décret exécutif n ° 2009-335 du 20 octobre 2009, exposant les procédures de développement et de mise en œuvre de plans internes d'intervention par les opérateurs des installations industrielles; Art. 6
Droit n ° 04-20 du 25 décembre 2004 sur la prévention des risques majeurs et sur la gestion des catastrophes dans le contexte du développement durable; Art. 62";* Plan d'action interne
34;2;3;Accidents industriels majeurs;Si l'installation exploite une installation industrielle, elle garantit que les travailleurs sont instruits et formés sur les risques et procédures en cas d'accident.;"Décret exécutif n ° 2009-335 du 20 octobre 2009, exposant les procédures de développement et de mise en œuvre de plans internes d'intervention par les opérateurs des installations industrielles; Art. 9";* Dossiers de formation des employés
35;2;4;Accidents industriels majeurs;Si l'installation exploite une installation industrielle, il examine et met à jour son plan d'action interne tous les 5 ans, chaque fois qu'il modifie l'installation ou lorsqu'il le fait.;"Décret exécutif n ° 2009-335 du 20 octobre 2009, exposant les procédures de développement et de mise en œuvre de plans internes d'intervention par les opérateurs des installations industrielles; Art. 14";* Plan d'action interne
36;2;5;Accidents industriels majeurs;Si l'installation exploite une installation industrielle, elle informe les autorités de la circonstance de l'accident, les produits et les substances dangereuses affectées, les données disponibles sur l'impact sur l'environnement et les mesures d'urgence prises.;"Décret exécutif n ° 2009-335 du 20 octobre 2009, exposant les procédures de développement et de mise en œuvre de plans internes d'intervention par les opérateurs des installations industrielles; Art. 16";* Notification d'accident de marchandises dangereuses
37;2;6;Accidents industriels majeurs;Si l'installation gère les rayonnements ionisants, il garantit que les mesures appropriées sont prises lorsque des limites d'exposition aux radiations ionisantes en cas d'urgence ou d'accidents ou d'incidents nucléaires ou radioactifs sont atteints.;"Ordonnance ministérielle du 20 janvier 2011 spécifiant les niveaux d'intervention, d'action et de dose en cas d'urgence nucléaire ou radioactive; Art. 3";nan
38;2;7;Accidents industriels majeurs;Si l'installation est nommée par le WALI local comme l'un des installations qui nécessitent un plan d'intervention spécifique, il assiste aux réunions du comité local établies pour préparer de tels plans spécifiques.;"Décret exécutif n ° 15-71 du 11 février 2015 établissant les procédures pour l'élaboration et l'adoption de plans d'intervention pour les installations; Art. 7 Art. 12";nan
39;2;8;Accidents industriels majeurs;Si l'installation est nommée par le WALI local comme l'une des installations qui nécessitent un plan d'intervention spécifique, il informe les services de protection civile à chaque fois qu'il déclenche son plan d'intervention interne.;"Décret exécutif n ° 15-71 du 11 février 2015 établissant les procédures pour l'élaboration et l'adoption de plans d'intervention pour les installations; Arts. 7 et 14";* Plan d'action interne
