id;chpitre;sous-chapitre;titre;exigence;lois;documents
11;1;11;Surveillance médicale;Si l'installation organise des quarts de nuit, il assure la présence d'auxiliaires médicaux pendant ces quarts de travail.;"Décret exécutif 93-120 du 15 mai 1993 sur l'organisation de la médecine professionnelle; Art. 30";nan
12;1;12;Surveillance médicale;Si les examens médicaux sont effectués dans un service médical inter-entreprises, ou dans un service qui dépend de l'établissement, le nombre minimum de personnel médical est un médecin, une infirmière et un secrétaire médical.;"Décret du 16 octobre 2001 établissant des normes relatives aux moyens humains, locaux et équipements des services de santé au travail; Art. 3";nan
13;1;13;Surveillance médicale;Si l'établissement emploie plus de 2000 travailleurs, une salle d'observation médicale avec un lit est fournie.;"Décret du 16 octobre 2001 établissant des normes relatives aux moyens humains, locaux et équipements des services de santé au travail; Art. 5";nan
14;1;14;Surveillance médicale;Si les examens médicaux sont effectués dans un service médical inter-entreprises ou dans un service qui dépend de l'établissement, le nombre minimum de salles médicales est une salle d'examen, une salle pour les soins de santé, une salle d'attente complémentaire, un secrétaire médical et une installation sanitaire qui est à côté d'une salle d'attente.;"Décret du 16 octobre 2001 établissant des normes relatives aux moyens humains, locaux et équipements des services de santé au travail; Art. 6";nan
15;1;15;Surveillance médicale;Conformément à l'examen médical effectué au stade d'embauche d'un travailleur, le médecin crée un document d'aptitude pour les visites médicales où il déclare l'aptitude du travailleur à effectuer le travail.;"Décret interministériel du 16 octobre 2001 sur le contenu, l'établissement et l'entretien des documents par le médecin sur le lieu de travail; Art. 6";* Document d'aptitude pour les visites médicales.
16;2;1;Dispositions des premiers soins;Il y a une boîte de premiers soins facilement accessible dans chaque zone de travail.;"Décret exécutif 93-120 du 15 mai 1993 sur l'organisation de la médecine professionnelle; Art. 31";nan
17;2;2;Dispositions des premiers soins;La boîte de premiers soins est sous la responsabilité d'un travailleur des premiers soins.;"Décret exécutif 93-120 du 15 mai 1993 sur l'organisation de la médecine professionnelle; Art. 31";nan
18;2;3;Dispositions des premiers soins;La boîte des premiers soins contient des instructions claires pour les mesures des premiers soins.;"Décret exécutif 93-120 du 15 mai 1993 sur l'organisation de la médecine professionnelle; Art. 31";nan
19;2;4;Dispositions des premiers soins;Dans les zones de travail où des travaux dangereux sont effectués, l'un des nombreux travailleurs a reçu une formation de premiers soins.;"Décret exécutif 93-120 du 15 mai 1993 sur l'organisation de la médecine professionnelle; Art. 31";nan
20;2;5;Formation des premiers secours;Si l'établissement a des travailleurs avec une exposition élevée, moyenne ou faible aux risques professionnels, il nomme les infirmières en fonction du nombre d'employés et du niveau d'exposition aux risques professionnels tels que définis dans l'ordre du 16 octobre 2001 sur la mise en œuvre de l'article 30 du décret exécutif 93-120 du 15 mai 1993 sur l'organisation des soins de santé professionnelle.;"Ordonnance du 16 octobre 2001 sur la mise en œuvre de l'article 30 du décret exécutif 93-120 du 15 mai 1993 sur l'Organisation des soins de santé au travail; Art. 2";nan
21;2;6;Formation des premiers secours;Les employeurs s'assurent que les travailleurs fournissant des mesures de premiers soins sont dispensés d'une formation appropriée.;"Décret exécutif 02-427 du 07 décembre 2002 sur les conditions d'organisation de l'enseignement, de l'information et de la formation des travailleurs sur la prévention des risques professionnels; Art. 19";* Dossiers de formation des employés
22;2;7;Formation des premiers secours;L'employeur assure une formation régulière des infirmières nommées dans l'établissement.;"Ordonnance du 16 octobre 2001 sur la mise en œuvre de l'article 30 du décret exécutif 93-120 du 15 mai 1993 sur l'Organisation des soins de santé au travail; Art. 6";nan
23;3;1;Enquête sur les accidents / maladies, la tenue des dossiers et les rapports;Le médecin nommé en santé et sécurité au travail par l'établissement est informé de la nature et de la composition des produits utilisés dans l'établissement, des méthodes d'utilisation et des postes de travail où ils sont traités.;"Décret exécutif 93-120 du 15 mai 1993 sur l'organisation de la médecine professionnelle; Art. 24";nan
24;3;2;Enquête sur les accidents / maladies, la tenue des dossiers et les rapports;Le médecin nommé en santé et sécurité au travail par l'établissement est informé des nouveaux processus adoptés.;"Décret exécutif 93-120 du 15 mai 1993 sur l'organisation de la médecine professionnelle; Art. 24";nan
25;3;3;Enquête sur les accidents / maladies, la tenue des dossiers et les rapports;Le médecin nommé en santé et sécurité au travail par l'établissement est informé des résultats de toutes les analyses et mesures entrepris dans l'établissement.;"Décret exécutif 93-120 du 15 mai 1993 sur l'organisation de la médecine professionnelle; Art. 24";nan
26;3;4;Enquête sur les accidents / maladies, la tenue des dossiers et les rapports;L'établissement maintient un registre sur l'hygiène, la sécurité et la santé au travail.;"Décret exécutif 96-98 du 06 mars 1996 Déterminer la liste et le contenu des livres et des registres spéciaux à entretenir par l'employeur; Art. 2";* Registre de l'hygiène, de la santé et de la santé au travail
27;3;5;Enquête sur les accidents / maladies, la tenue des dossiers et les rapports;Le médecin nommé en santé et sécurité au travail par l'établissement a établi et maintient les documents médicaux énumérés à l'article 29 du décret exécutif 93-120 du 15 mai 1993 sur l'Organisation de la santé au travail.;"Décret exécutif 93-120 du 15 mai 1993 sur l'organisation de la médecine professionnelle; Art. 29";"* Document d'aptitude pour les visites médicales.
* Inscrivez-vous à l'activité quotidienne
* Inscrivez-vous à l'entrée, des examens médicaux périodiques et spontanés.
* Inscrivez-vous aux maladies professionnelles.
* Inscrivez-vous aux visites de salles de travail.
* Registre des vaccinations professionnelles.
* Inscrivez-vous spécifique aux postes de travail avec une forte exposition aux risques professionnels."
28;3;6;Enquête sur les accidents / maladies, la tenue des dossiers et les rapports;Le médecin nommé en santé et sécurité au travail par l'établissement a établi un rapport détaillant l'organisation et le fonctionnement des activités médicales entreprises dans l'établissement.;"Décret exécutif 93-120 du 15 mai 1993 sur l'organisation de la médecine professionnelle; Art. 37";* Signaler l'organisation de détail et le fonctionnement des activités médicales entreprises dans l'établissement.
29;3;7;Enquête sur les accidents / maladies, la tenue des dossiers et les rapports;Le dossier médical individuel du travailleur conformément aux examens médicaux effectués au stade d'embauche d'un travailleur est maintenu et communiqué uniquement au médecin-inspecteur de cette région.;"Décret interministériel du 16 octobre 2001 sur le contenu, l'établissement et l'entretien des documents par le médecin sur le lieu de travail; Art. 3";* Fichiers médicaux individuels des travailleurs
30;3;8;Enquête sur les accidents / maladies, la tenue des dossiers et les rapports;Le médecin nommé en santé et sécurité au travail par l'établissement déclare toute maladie contagieuse et toutes les autres maladies qui peuvent avoir des origines professionnelles au service de santé compétent.;"Décret exécutif 93-120 du 15 mai 1993 sur l'organisation de la médecine professionnelle; Art. 28";* Déclaration de maladies contagieuses et de toutes les autres maladies qui peuvent avoir des origines professionnelles.
31;3;9;Enquête sur les accidents / maladies, la tenue des dossiers et les rapports;L'employeur déclare des accidents professionnels impliquant un travailleur au service de sécurité sociale.;"Loi 83-13 du 2 juillet 1983 sur les maladies et accidents professionnels; Art. 13";* Déclaration d'accidents professionnels
32;3;10;Enquête sur les accidents / maladies, la tenue des dossiers et les rapports;L'installation maintient un registre des accidents professionnels.;"Décret exécutif 96-98 du 06 mars 1996 Déterminer la liste et le contenu des livres et des registres spéciaux à entretenir par l'employeur; Art. 2";* Registre des accidents professionnels
33;3;11;Enquête sur les accidents / maladies, la tenue des dossiers et les rapports;Si l'installation utilise des processus susceptibles d'inciter les maladies professionnelles, elle les déclare aux services de sécurité sociale, à l'inspecteur du travail et au directeur de la santé au gouverneur (Wilaya) ainsi qu'aux autorités en charge de l'hygiène et de la sécurité.;"Loi 83-13 du 2 juillet 1983 sur les maladies et accidents professionnels; Art. 69";* Déclaration de maladies contagieuses et de toutes les autres maladies qui peuvent avoir des origines professionnelles.
34;4;1;Exigences générales sur le lieu de travail;La construction et les espaces consacrés au travail et à leur environnement, y compris les installations à la disposition des travailleurs, sont maintenus en bon état de propreté et d'hygiène nécessaire à la santé des travailleurs.;"Loi 88-07 du 26 janvier 1988 sur l'hygiène, la sécurité et les soins de santé au travail; Art. 4";nan
35;4;2;Exigences générales sur le lieu de travail;L'installation nettoie périodiquement ses sols et le fait sans génération de poussière.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 3";nan
36;4;3;Exigences générales sur le lieu de travail;L'installation évite la randonnée dans les bâtiments et les postes de travail, y compris les annexes.;"Loi 88-07 du 26 janvier 1988 sur l'hygiène, la sécurité et les soins de santé au travail; Art. 5";nan
37;4;4;Exigences générales sur le lieu de travail;L'installation garantit que les voies des piétons sont marquées de signaux.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 27";nan
38;4;5;Exigences générales sur le lieu de travail;Les bâtiments et les espaces de travail, y compris les annexes, sont dans un état qui ne menace pas la sécurité des travailleurs lors du fonctionnement des moteurs ou des machines, ni le transport et la manipulation.;"Loi 88-07 du 26 janvier 1988 sur l'hygiène, la sécurité et les soins de santé au travail; Art. 5";nan
39;4;6;Exigences générales sur le lieu de travail;Les bâtiments et les postes de travail des installations, y compris les annexes, sont sûrs pour les travailleurs.;"Loi 88-07 du 26 janvier 1988 sur l'hygiène, la sécurité et les soins de santé au travail; Art. 5";nan
40;4;7;Exigences générales sur le lieu de travail;Si l'activité normale implique le trafic de camions ou d'autres véhicules à des fins de transport et de manipulation, l'installation établit des chemins consacrés à leur circulation.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 30";nan
41;4;8;Exigences générales sur le lieu de travail;Les chemins utilisés pour la circulation des camions, des chariots et des véhicules sont marqués de signaux pour atteindre un trafic sûr.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 27";nan
42;4;9;Exigences générales sur le lieu de travail;L'installation prend des mesures de désinfection adéquates pour protéger contre les maladies contagieuses.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 5";nan
43;4;10;Exigences générales sur le lieu de travail;Les bâtiments et les espaces consacrés au travail, y compris les annexes, sont protégés contre les fumées, les gaz toxiques, le bruit et toutes les autres perturbations.;"Loi 88-07 du 26 janvier 1988 sur l'hygiène, la sécurité et les soins de santé au travail; Art. 5";nan
44;4;11;Exigences générales sur le lieu de travail;L'installation garantit que les tissus, les chiffons et les papiers trempés dans des liquides inflammables sont stockés après une utilisation dans des conteneurs métalliques qui sont scellés, résistants à la fuite et tenus à l'écart de toute source de chaleur.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 52";nan
45;4;12;Exigences générales sur le lieu de travail;Le plancher des chemins de circulation et les postes de travail sont bien nivelés.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 28";nan
46;4;13;Exigences générales sur le lieu de travail;Les chemins de circulation utilisés par les travailleurs et les employés sont maintenus sans obstruction.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 29";nan
47;4;14;Exigences générales sur le lieu de travail;L'installation garantit que les bâtiments et les postes de travail, y compris les annexes, sont sans danger pour les travailleurs qui manipulent des matériaux, les matières dangereuses ou tout autre objet.;"Loi 88-07 du 26 janvier 1988 sur l'hygiène, la sécurité et les soins de santé au travail; Art. 5";nan
48;4;15;Ventilation;La ventilation des lieux de travail est assurée soit mécaniquement, naturellement de manière permanente, soit par un mélange des deux systèmes.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 6";nan
49;4;16;Ventilation;L'employeur a installé un système de ventilation mécanique ou naturelle ou un système mixte dans tous les locaux situés sous terre.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 7";nan
50;4;17;Ventilation;L'employeur a installé un système de ventilation mécanique ou naturelle ou un système mixte dans tous les locaux où les travaux sont menés dans des zones éloignées de la lumière du soleil.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 7";nan
51;4;18;Ventilation;Dans les locaux situés sous terre et ceux où les travaux sont effectués loin de la lumière du soleil, l'air provient de sources sans pollution.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 7";nan
52;4;19;Ventilation;Dans les locaux situés sous terre et ceux où les travaux sont effectués loin du soleil, l'air provient des sources loin des zones associées à un risque particulier de feu.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 7";nan
53;4;20;Ventilation;Il y a des ouvertures assurant la ventilation et l'éclairage naturel dans les zones fermées.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 8";nan
54;4;21;Ventilation;Les tambours sont placés autour de dispositifs mécaniques qui génèrent de la poussière pour capturer la poussière générée.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 10";nan
55;4;22;Ventilation;Les gaz et les fumées générés par les machines chauffants pour la protection des travailleurs contre le froid et le mauvais temps sont évacués à l'extérieur des lieux.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 14";nan
56;4;23;Ventilation;L'atmosphère de travail est protégée contre les émissions contre les égouts, les tombes ou toute autre source d'infection.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 9";nan
57;4;24;Éclairage;Les locaux, les stations de travail, les zones de circulation et les zones de manutention sont adéquatement éclairés.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 13";nan
58;4;25;Dispositions sanitaires;Il y a un nombre suffisant de toilettes dans l'installation.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 18";nan
59;4;26;Dispositions sanitaires;Les sols et les murs des installations sanitaires sont construits en matériaux imperméables et peints de couleur claire.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 18";nan
60;4;27;Dispositions sanitaires;L'installation garantit que les travailleurs reçoivent des installations sanitaires individuelles, notamment des douches, de l'eau potable, des lavabos, des toilettes, etc.;"Loi 88-07 du 26 janvier 1988 sur l'hygiène, la sécurité et les soins de santé au travail; Art. 4";nan
61;4;28;Dispositions sanitaires;Il y a des vestiaires adéquats dans l'installation.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 19";nan
62;4;29;Dispositions sanitaires;Il y a des éviers pour que les travailleurs se lavent les mains dans l'installation.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 20";nan
63;4;30;Dispositions sanitaires;Il y a des douches à la disposition des travailleurs exposés à des conditions de travail impurs ou non hygiéniques, un risque de contamination et d'intoxication.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 21";nan
64;4;31;Dispositions sanitaires;Les zones d'assainissement doivent être équipées d'ouvertures adéquates garantissant une ventilation naturelle.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 18";nan
65;4;32;Eau potable;Les travailleurs reçoivent de l'eau potable.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 24";nan
66;4;33;Zones de repos;Si plus de 25 personnes ont leur repas dans l'établissement, l'employeur offre un endroit adéquat à manger.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 22";nan
67;4;34;Zones de repos;L'employeur interdit aux travailleurs de manger leurs repas sur les postes de travail à moins que la nature de l'activité ne comprenne l'utilisation de substances ou de préparations dangereuses.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 22";nan
68;4;35;Zones de repos;L'installation garantit que les locaux consacrés aux travailleurs du logement sont isolés des ateliers et protégés contre les nuisances et les perturbations.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 23";nan
69;5;1;Traitement manuel des charges / prévention des blessures du dos;L'employeur garantit que les travailleurs ne transportent pas manuellement de charges supérieures à 50 kg pour les hommes et 25 kg pour les femmes.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 26";nan
70;6;1;Agents chimiques;L'employeur garantit que les travailleurs travaillant dans des pièces associés à un risque élevé d'exposition aux substances toxiques ne restent que la période minimale requise par la tâche et reçoivent une protection appropriée.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 11";nan
71;6;2;Agents chimiques;Les opérations comprenant le traitement des matières irritantes ou toxiques sont effectuées mécaniquement dans un dispositif fermé.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 10";nan
72;6;3;Agents chimiques;L'installation garantit que les travaux associés à un risque élevé d'exposition aux substances toxiques sont effectués dans des pièces consacrées à cette utilisation et équipées de dispositifs utilisés pour l'extraction et le renouvellement de l'air.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 11";nan
73;6;4;Agents chimiques;L'installation offre aux travailleurs un équipement de protection approprié s'ils sont impliqués dans la manipulation ou le décantation des substances susceptibles de provoquer des brûlures, y compris des brûlures chimiques.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 32";nan
74;6;5;Bruit;Les niveaux de bruit sont maintenus compatibles avec la santé des travailleurs.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l'hygiène et à la sécurité dans les lieux de travail; Art. 15";* Enregistrements des résultats de surveillance du bruit professionnel
75;6;6;Agents biologiques;Si l'entreprise n'est pas impliquée dans le secteur de la santé et de la pharmaceutique et ne distribue pas le pétrole et d'autres sources d'énergie, elle a suspendu toutes ses activités.;"Décret exécutif n ° 20-70 spécifiant des mesures supplémentaires pour la prévention et la lutte contre le coronavirus (Covid-19); Article 10; Article 11; Article 12";nan
76;6;7;Agents biologiques;Si l'entreprise est autorisée à poursuivre ses activités en fonction d'une décision spéciale, elle offre à ses employés le permis exceptionnel pertinent.;"Décret exécutif n ° 20-70 spécifiant des mesures supplémentaires pour la prévention et la lutte contre le coronavirus (Covid-19); Article 6";nan
77;6;8;Agents biologiques;Si l'entreprise est autorisée à poursuivre ses activités, elle doit fournir 50% de ses employés un congé payé exceptionnel.;"Décret exécutif n ° 20-70 spécifiant des mesures supplémentaires pour la prévention et la lutte contre le coronavirus (Covid-19); Article 15";nan
78;6;9;Agents biologiques;Si l'entreprise autorise les employés sur le lieu de travail, il garantit qu'ils portent des masques faciaux.;"Décret exécutif n ° 20-70 spécifiant des mesures supplémentaires pour la prévention et la lutte contre le coronavirus (Covid-19); Article 13";nan
79;6;10;Amiante;L'employeur ne dépasse pas les niveaux autorisés de poussières d'amiante dans l'installation.;"Ordonnance interministérielle du 01 octobre 2003 sur la protection des travailleurs contre l'inhalation des poussières d'amiante; Art. 5";* Enregistrements des résultats de la surveillance des poussières d'amiante
80;6;11;Amiante;Si l'installation produit ou transforme des produits ou des matériaux contenant de l'amiante, l'employeur effectue une surveillance des émissions de poussière d'amiante au moins une fois par trimestre.;"Ordonnance interministérielle du 01 octobre 2003 sur la protection des travailleurs contre l'inhalation des poussières d'amiante; Art. 23";* Enregistrements pour la surveillance des émissions de poussière de l'amiante
81;6;12;Amiante;L'exposition des travailleurs à l'amiante est aussi faible que possible.;"Décret exécutif n ° 99-95 du 19 avril 1999 sur la prévention contre les dangers de l'amiante; Art. 5";nan
82;6;13;Amiante;Si l'installation mène des activités susceptibles d'exposer les travailleurs à la poussière d'amiante, il organise des séances de formation pour les travailleurs nouvellement embauchés sur l'hygiène, la sécurité et la prévention, et notamment l'utilisation d'équipements de protection personnelle et les inconvénients du tabagisme.;"Ordonnance interministérielle du 01 octobre 2003 sur la protection des travailleurs contre l'inhalation des poussières d'amiante; Art. 7";"* Dossiers de formation des employés
* Document de formation pour les travailleurs exposés à la poussière d'amiante"
83;6;14;Amiante;Si l'installation mène des activités susceptibles d'exposer les travailleurs à la poussière d'amiante, il garantit aux travailleurs ne pas manger, ne pas boire ou fumer dans les zones associées à un risque d'inhalation d'amiante.;"Ordonnance interministérielle du 01 octobre 2003 sur la protection des travailleurs contre l'inhalation des poussières d'amiante; Art. 9";nan
84;6;15;Amiante;L'employeur fournit des douches aux travailleurs qui effectuent des tâches qui les exposent aux poussières d'amiante.;"Ordonnance interministérielle du 01 octobre 2003 sur la protection des travailleurs contre l'inhalation des poussières d'amiante; Art. 10";nan
85;6;16;Amiante;Les travailleurs de moins de 18 ans et les travailleurs embauchés à court terme ne sont pas impliqués dans des tâches entraînant l'inhalation de poussières d'amiante.;"Ordonnance interministérielle du 01 octobre 2003 sur la protection des travailleurs contre l'inhalation des poussières d'amiante; Art. 13";nan
86;6;17;Amiante;L'employeur effectue une nouvelle surveillance des émissions de poussière d'amiante si une modification de l'installation ou des conditions de production est susceptible d'avoir un impact sur l'émission des poussières d'amiante.;"Ordonnance interministérielle du 01 octobre 2003 sur la protection des travailleurs contre l'inhalation des poussières d'amiante; Art. 23";* Enregistrements pour la surveillance des émissions de poussière de l'amiante
87;6;18;Amiante;L'employeur s'assure qu'aucun travailleur n'est affecté à une tâche impliquant l'inhalation de poussière d'amiante à moins que le travailleur ne dispose d'un document d'aptitude valide du médecin.;"Ordonnance interministérielle du 01 octobre 2003 sur la protection des travailleurs contre l'inhalation des poussières d'amiante; Art. 17";"* Document d'aptitude médicale
* Rapport médical initial"
88;6;19;Amiante;L'équipement de protection individuelle est effectivement utilisé par les travailleurs exposés à la poussière d'amiante.;"Ordonnance interministérielle du 01 octobre 2003 sur la protection des travailleurs contre l'inhalation des poussières d'amiante; Art. 15";nan
89;6;20;Amiante;L'équipement de protection individuelle contre la poussière d'amiante est vérifié et correctement entretenu.;"Ordonnance interministérielle du 01 octobre 2003 sur la protection des travailleurs contre l'inhalation des poussières d'amiante; Art. 15";* Contrôles et enregistrements de maintenance de l'équipement de protection contre la poussière d'amiante
90;6;21;Amiante;L'employeur s'assure que le dossier médical pour chaque travailleur exposé aux poussières contient des informations concernant les expositions accidentelles et les résultats des examens médicaux effectués.;"Ordonnance interministérielle du 01 octobre 2003 sur la protection des travailleurs contre l'inhalation des poussières d'amiante; Art. 18";* Preuve de dossier médical pour chaque travailleur exposé à la poussière d'amiante
91;6;22;Amiante;L'installation place un avis d'information dans chaque poste de travail où des activités sont menées qui sont susceptibles d'exposer les travailleurs aux poussières d'amiante.;"Ordonnance interministérielle du 01 octobre 2003 sur la protection des travailleurs contre l'inhalation des poussières d'amiante; Art. 6";nan
92;6;23;Amiante;L'avis d'information publié dans la station de travail susceptible d'exposer les travailleurs aux poussières d'amiante est transmis au médecin nommé pour la santé et la sécurité dans l'établissement.;"Ordonnance interministérielle du 01 octobre 2003 sur la protection des travailleurs contre l'inhalation des poussières d'amiante; Art. 6";nan
93;6;24;Amiante;L'employeur conserve une liste de travailleurs exposés à l'inhalation de poussières d'amiante, à la nature de leurs tâches respectives ainsi qu'à la durée de l'exposition.;"Ordonnance interministérielle du 01 octobre 2003 sur la protection des travailleurs contre l'inhalation des poussières d'amiante; Art. 16";* Liste des travailleurs exposés à l'inhalation de poussières d'amiante
